Epoch,Train_MSE_Loss,Train_Box_Loss,Train_Mean_IoU,Train_Box_Hit_Rate,Train_MPE,Train_X_MAE,Train_Y_MAE,Train_PCK@5px,Train_PCK@10px,Train_Max_Error,Val_MSE_Loss,Val_Box_Loss,Val_Mean_IoU,Val_Box_Hit_Rate,Val_MPE,Val_X_MAE,Val_Y_MAE,Val_PCK@5px,Val_PCK@10px,Val_Max_Error
20,0.157025,0.013233,0.7036,95.56,15.61,13.87,5.26,9.01,27.54,46.29,0.358401,0.023721,0.5101,55.05,32.45,30.01,8.38,2.53,9.60,145.78
21,0.144837,0.012848,0.7160,97.97,12.85,9.49,6.98,11.29,36.68,41.63,0.369225,0.024367,0.5026,53.54,33.31,30.20,9.73,3.03,9.60,130.10
22,0.143348,0.012599,0.7054,96.83,13.29,9.99,6.84,9.64,33.38,41.21,0.355797,0.023504,0.5037,54.55,32.69,29.79,9.42,1.52,10.61,130.82
23,0.140934,0.012463,0.7083,96.95,12.95,8.79,7.82,8.63,32.87,42.17,0.350675,0.023588,0.5032,52.02,32.07,28.65,9.90,1.52,9.60,127.88
24,0.132367,0.011940,0.7265,97.97,11.39,8.28,6.19,13.07,46.83,34.68,0.342516,0.023151,0.5142,57.07,31.41,28.52,8.81,2.02,12.63,132.56
25,0.156814,0.013834,0.7062,97.34,13.62,10.08,7.19,8.88,34.64,42.47,0.366611,0.024455,0.5093,53.54,32.59,29.76,9.38,3.03,11.62,142.86
26,0.151177,0.013603,0.6943,96.07,12.52,7.77,8.26,9.64,37.82,34.29,0.357230,0.024382,0.5044,53.03,31.88,28.32,10.26,3.03,11.11,130.47
27,0.153726,0.013522,0.6927,95.69,13.73,10.23,7.05,9.77,32.99,37.24,0.372623,0.024244,0.5024,55.05,34.06,30.99,9.36,3.03,11.62,124.71
28,0.144010,0.012993,0.7084,97.97,11.92,8.22,6.96,13.71,39.59,36.45,0.352475,0.023899,0.5038,52.02,31.82,28.64,9.39,3.54,12.12,131.76
29,0.132110,0.011630,0.7265,98.48,12.67,9.07,7.21,11.29,36.93,40.52,0.352006,0.022982,0.5114,53.54,32.71,29.63,9.42,3.54,9.60,131.51
30,0.139951,0.012282,0.7135,97.72,13.17,9.02,7.89,9.77,34.90,41.18,0.349331,0.023481,0.5072,55.05,32.06,28.77,10.01,2.53,8.59,139.95
31,0.157311,0.013826,0.6892,95.56,13.71,10.05,7.77,9.64,35.53,44.84,0.374408,0.024963,0.4931,49.49,33.35,30.27,9.62,1.52,10.61,135.22
32,0.160933,0.013748,0.6732,92.01,15.80,10.40,9.99,6.60,22.46,43.98,0.362434,0.023935,0.4952,51.01,33.87,29.67,11.41,1.52,6.57,121.14
33,0.152995,0.013426,0.6918,94.42,13.57,9.47,8.15,10.15,35.66,45.97,0.378508,0.024732,0.4904,52.02,33.81,30.61,9.92,2.53,10.10,130.05
34,0.133581,0.012077,0.7236,97.84,11.36,7.98,6.47,13.96,43.40,35.81,0.340556,0.023204,0.5144,55.56,30.95,28.10,9.03,5.05,11.62,139.20
35,0.127801,0.011185,0.7373,98.35,12.39,9.72,5.95,15.23,39.85,39.63,0.339808,0.022340,0.5183,56.57,32.35,29.70,8.68,2.02,10.10,139.93
36,0.174122,0.014779,0.6550,89.97,16.48,11.78,9.58,5.08,23.35,45.88,0.375438,0.025174,0.4824,48.99,33.09,29.48,10.97,3.54,9.60,137.76
37,0.140900,0.012525,0.7105,96.70,12.45,8.69,7.25,10.79,40.10,43.74,0.346494,0.023596,0.5062,55.05,31.97,28.78,9.42,2.02,8.08,127.29
