Epoch,Train_MSE_Loss,Train_Box_Loss,Train_Mean_IoU,Train_Box_Hit_Rate,Train_MPE,Train_X_MAE,Train_Y_MAE,Train_PCK@5px,Train_PCK@10px,Train_Max_Error,Val_MSE_Loss,Val_Box_Loss,Val_Mean_IoU,Val_Box_Hit_Rate,Val_MPE,Val_X_MAE,Val_Y_MAE,Val_PCK@5px,Val_PCK@10px,Val_Max_Error
15,0.450549,0.027406,0.4193,38.07,40.56,34.40,15.30,2.16,5.58,155.37,0.633665,0.034934,0.3384,24.75,51.17,45.21,16.87,2.02,4.04,198.16
16,0.435307,0.027122,0.4206,36.55,39.43,32.91,15.89,1.14,4.82,160.91,0.633125,0.034854,0.3432,24.75,50.51,43.98,17.20,1.01,3.54,201.45
17,0.417648,0.026487,0.4345,39.59,37.70,31.62,14.99,2.41,7.11,176.67,0.630596,0.034604,0.3516,29.29,50.32,44.24,16.34,1.01,4.55,177.65
18,0.430161,0.027412,0.4260,38.07,37.82,32.26,14.35,1.14,7.11,186.05,0.637613,0.035309,0.3446,28.28,50.39,44.21,16.27,1.01,4.04,182.37
19,0.402930,0.026008,0.4475,42.13,36.39,30.53,14.36,1.40,6.73,158.92,0.620966,0.034472,0.3505,24.24,49.84,43.51,16.60,1.01,3.03,190.75
20,0.408165,0.026635,0.4420,41.62,36.51,30.31,14.97,1.40,6.85,168.82,0.607238,0.034246,0.3576,25.76,48.52,42.13,16.88,0.00,3.54,192.90
21,0.387956,0.025326,0.4534,43.91,35.33,30.23,13.06,1.40,6.60,163.09,0.611210,0.034172,0.3516,26.26,48.74,43.35,14.82,1.01,5.56,174.19
22,0.394259,0.025352,0.4519,42.51,36.54,30.20,14.96,1.02,4.82,142.16,0.587416,0.032974,0.3615,27.78,48.41,42.04,16.81,1.01,3.54,198.09
23,0.378539,0.025258,0.4600,44.80,34.10,28.74,13.23,2.92,8.88,159.34,0.606363,0.034475,0.3501,27.27,47.80,42.03,14.99,1.52,6.06,171.48
24,0.368011,0.024487,0.4658,47.84,33.87,28.48,13.38,1.78,6.85,151.50,0.594030,0.033493,0.3613,26.77,47.63,42.06,15.10,0.51,5.05,186.10
25,0.362958,0.024031,0.4649,45.56,33.79,27.59,14.21,2.16,8.38,150.04,0.559085,0.032433,0.3637,25.76,46.13,39.96,16.39,1.52,4.04,167.72
26,0.362674,0.024884,0.4669,45.81,32.24,27.35,12.31,2.41,10.15,146.44,0.603581,0.034504,0.3504,25.25,47.57,42.61,14.10,1.01,5.56,171.95
27,0.374828,0.024756,0.4595,44.16,34.61,29.00,13.61,1.52,6.47,134.61,0.571022,0.033321,0.3565,26.26,46.82,41.01,15.77,1.01,3.03,199.47
28,0.337208,0.022821,0.4787,50.76,31.93,26.55,12.80,1.65,7.61,126.18,0.540406,0.031583,0.3705,28.28,45.28,39.86,14.81,1.01,5.05,177.07
29,0.341016,0.023676,0.4844,49.49,31.12,25.95,12.36,2.41,8.88,142.14,0.561876,0.032344,0.3769,31.82,46.16,40.71,14.56,1.52,5.05,162.74
30,0.336831,0.022982,0.4813,49.49,31.87,26.08,13.45,2.41,8.12,120.41,0.562196,0.032535,0.3600,24.75,46.59,40.76,15.66,0.51,5.56,168.74
31,0.349228,0.023722,0.4845,51.14,32.49,26.84,13.25,1.78,7.11,135.19,0.588859,0.032763,0.3732,30.30,47.84,42.22,15.48,1.01,5.05,178.78
32,0.331628,0.022307,0.4930,52.66,31.49,26.82,11.76,2.28,9.64,135.97,0.543472,0.031702,0.3708,27.27,45.13,40.16,14.19,2.53,7.07,161.77
33,0.343846,0.023381,0.4885,52.03,31.78,26.97,12.07,1.90,8.88,139.69,0.552786,0.032428,0.3757,28.28,45.09,40.06,14.05,1.52,7.07,158.85
34,0.361514,0.023514,0.4720,45.18,34.17,28.91,12.67,1.52,8.76,145.21,0.567027,0.032476,0.3708,29.29,46.70,41.64,14.85,2.53,8.08,154.87
35,0.328606,0.023208,0.4867,49.11,30.20,24.83,12.57,2.41,9.52,111.60,0.538526,0.031855,0.3782,29.80,44.61,38.93,15.19,2.02,5.56,181.80
36,0.312639,0.022440,0.5062,56.35,28.44,23.34,11.94,2.16,10.41,111.47,0.530054,0.031608,0.3807,30.30,43.73,38.50,14.42,1.52,5.56,167.03
37,0.325172,0.022962,0.5044,54.95,29.79,24.75,12.03,1.78,10.53,132.35,0.552183,0.032192,0.3805,29.80,45.18,39.92,14.32,1.52,5.05,165.17
38,0.308552,0.021819,0.5097,57.23,29.13,24.20,11.68,2.41,10.15,119.01,0.531164,0.031412,0.3799,26.77,44.18,38.86,14.33,0.51,5.56,170.27
39,0.319000,0.022852,0.4961,52.41,29.12,23.83,12.13,2.79,9.77,126.06,0.544853,0.032262,0.3714,27.78,44.83,39.71,14.59,0.51,4.55,155.62
40,0.305801,0.022418,0.5161,57.74,27.55,22.93,10.96,2.79,9.64,110.58,0.531454,0.031661,0.3904,31.31,43.87,39.17,13.30,1.01,5.56,171.88
41,0.307724,0.022498,0.5035,52.92,28.01,22.44,12.28,2.92,9.77,115.12,0.520939,0.031512,0.3818,31.31,43.02,37.66,14.59,2.02,5.56,170.72
42,0.294605,0.021763,0.5190,58.50,26.89,22.23,11.00,2.54,11.04,105.20,0.526733,0.031851,0.3762,28.79,43.01,38.32,13.38,1.52,7.07,169.80
43,0.298304,0.021886,0.5091,54.95,27.13,22.69,10.64,2.66,12.06,116.74,0.526137,0.031235,0.3788,31.31,43.38,38.58,13.34,1.01,7.07,157.78
44,0.320171,0.022778,0.5074,53.81,29.85,23.13,14.51,2.03,8.50,107.66,0.551577,0.032549,0.3713,28.28,45.95,39.76,16.36,3.03,4.55,163.89
45,0.321587,0.023316,0.4976,52.16,29.01,23.49,12.52,2.03,7.74,120.55,0.546793,0.032299,0.3811,31.82,44.31,38.55,14.65,2.02,5.05,165.94
46,0.280926,0.021182,0.5253,59.39,25.43,20.86,10.52,4.31,11.80,97.51,0.509573,0.030922,0.3914,30.81,41.77,37.25,12.91,2.53,8.59,154.74
47,0.274386,0.020473,0.5394,63.32,25.42,20.98,10.49,3.05,12.44,105.81,0.511004,0.030446,0.3940,29.29,42.81,38.33,12.91,0.51,5.56,154.87
48,0.289002,0.021384,0.5193,57.61,26.62,21.05,11.90,4.19,11.68,108.28,0.525795,0.031255,0.3863,30.81,43.42,38.25,14.54,1.01,6.57,156.40
49,0.271977,0.020242,0.5375,60.91,25.64,20.66,11.03,2.54,13.20,98.80,0.502758,0.029641,0.3935,32.32,42.70,37.71,13.54,2.02,8.08,149.31
50,0.285425,0.021264,0.5285,60.41,26.46,20.58,12.47,2.28,9.39,99.56,0.526566,0.031404,0.3821,31.31,43.91,38.59,14.90,2.02,4.55,152.80
51,0.273225,0.020220,0.5302,59.52,25.89,21.12,10.89,3.30,12.06,101.80,0.516437,0.030466,0.3803,32.83,43.04,38.11,13.57,0.51,6.57,157.66
52,0.283818,0.020678,0.5235,57.11,26.93,21.87,11.52,4.44,13.20,95.03,0.531368,0.030605,0.3847,31.31,44.82,40.12,13.86,1.52,5.05,163.89
53,0.274488,0.020448,0.5365,60.79,25.57,20.87,10.74,3.81,12.82,105.39,0.503436,0.030434,0.3936,33.84,42.09,37.26,13.75,1.52,4.04,149.84
54,0.266331,0.020106,0.5399,61.68,24.85,20.43,10.23,3.17,11.68,92.05,0.499700,0.029899,0.3967,32.83,42.11,37.57,13.17,2.53,5.56,161.00
55,0.285044,0.021433,0.5315,60.91,25.96,21.13,11.06,3.43,11.29,99.51,0.506972,0.030671,0.3941,30.30,42.51,37.19,14.01,0.51,7.07,154.90
56,0.268364,0.020233,0.5333,59.14,24.98,20.48,10.49,3.05,13.32,96.63,0.495385,0.029751,0.3910,33.33,42.38,37.68,13.27,2.02,6.57,154.17
57,0.272069,0.021010,0.5418,63.07,23.95,19.64,9.96,4.44,17.13,101.86,0.506649,0.030875,0.3934,31.82,41.57,36.79,12.81,1.01,6.57,160.38
58,0.277454,0.021458,0.5324,59.90,24.71,18.65,12.23,3.17,13.45,92.22,0.504298,0.030834,0.3974,31.82,41.70,36.04,14.81,1.52,5.56,149.46
59,0.276729,0.019678,0.5269,58.38,27.46,21.52,12.68,2.66,11.29,115.59,0.511683,0.029796,0.3817,30.30,43.85,38.62,15.05,1.52,7.07,163.97
60,0.270557,0.021174,0.5392,63.83,23.88,18.77,11.01,3.81,12.69,83.45,0.508050,0.031256,0.3904,34.85,42.12,37.13,14.38,0.00,2.53,147.51
61,0.272227,0.020810,0.5492,64.97,24.75,20.16,10.58,4.57,13.07,82.50,0.503427,0.030378,0.4034,31.82,41.95,37.39,13.31,2.53,8.08,157.94
62,0.261094,0.020454,0.5541,65.74,23.21,18.70,10.19,3.93,14.59,82.93,0.493728,0.030211,0.4102,33.84,41.16,36.67,12.93,2.02,7.07,166.35
63,0.253548,0.019909,0.5494,64.09,22.77,17.82,10.49,4.31,15.36,89.17,0.497160,0.030307,0.3976,33.84,41.71,36.94,13.39,0.51,6.06,147.18
64,0.266445,0.020979,0.5398,62.56,23.50,17.41,12.20,3.43,14.59,77.78,0.506788,0.031093,0.3921,31.31,42.12,36.84,14.38,1.52,5.05,148.60
65,0.251957,0.019922,0.5589,65.74,22.58,17.41,10.93,3.93,15.99,80.67,0.485996,0.030161,0.4011,33.84,40.74,35.85,13.32,1.01,6.06,139.36
66,0.225255,0.017481,0.5695,68.27,21.91,17.34,9.96,5.20,16.50,89.88,0.484745,0.028766,0.3979,35.86,41.83,37.25,12.96,0.51,7.58,142.50
67,0.249927,0.019630,0.5609,65.61,22.86,17.96,10.58,3.30,14.85,77.37,0.500244,0.030532,0.3968,33.33,41.81,37.05,13.41,2.02,5.56,148.31
68,0.243591,0.019247,0.5623,67.89,22.02,17.61,9.70,4.57,15.36,89.71,0.488809,0.029767,0.3986,31.31,41.23,36.53,12.82,1.52,5.56,149.38
69,0.241801,0.018584,0.5643,66.12,22.95,19.06,9.19,4.57,14.85,91.12,0.491120,0.029348,0.4054,36.87,41.70,37.53,12.01,2.02,6.06,156.25
70,0.241681,0.019044,0.5697,69.67,22.08,17.54,9.84,4.82,16.75,80.12,0.482687,0.029381,0.4056,33.33,40.64,36.02,12.79,3.54,8.59,158.26
71,0.262213,0.020432,0.5482,63.71,23.55,18.55,10.71,4.82,14.72,85.85,0.494825,0.029990,0.4054,30.81,41.85,36.91,13.81,1.52,6.06,152.75
72,0.256423,0.019890,0.5549,64.85,23.72,18.00,11.89,3.93,12.56,79.03,0.509796,0.030416,0.3987,33.33,42.85,37.69,14.23,3.03,6.06,159.51
73,0.232836,0.018519,0.5768,69.80,21.35,16.83,9.74,4.44,16.50,83.54,0.489119,0.029801,0.4050,37.37,41.49,37.28,12.38,1.01,7.07,138.90
74,0.233954,0.018790,0.5692,69.04,20.86,16.94,8.93,4.70,18.78,83.47,0.481343,0.029554,0.4042,34.34,40.79,36.36,12.20,0.51,6.06,132.31
75,0.234647,0.018378,0.5823,72.08,22.16,17.86,9.72,4.31,14.97,78.93,0.479174,0.029203,0.4110,33.33,40.49,35.98,12.70,3.54,8.59,144.36
76,0.243192,0.019417,0.5538,64.59,21.85,16.72,10.69,5.20,16.37,74.71,0.489755,0.029988,0.4023,35.35,41.10,36.13,13.56,2.53,8.59,144.16
77,0.248081,0.019760,0.5556,65.10,21.95,17.98,9.31,5.08,18.27,87.08,0.493605,0.030115,0.4029,32.32,41.29,36.87,12.57,2.02,8.59,148.17
78,0.244598,0.019312,0.5570,66.75,22.48,16.37,12.03,4.44,13.58,85.63,0.477216,0.029766,0.4015,32.83,40.42,34.99,14.37,2.02,5.56,129.67
79,0.218876,0.017447,0.5863,72.72,20.54,16.57,9.00,5.08,19.42,81.68,0.459666,0.028080,0.4142,33.33,39.92,35.53,12.13,2.02,8.59,142.51
80,0.240518,0.019064,0.5702,69.67,22.13,16.47,11.31,4.06,15.48,73.03,0.479198,0.029321,0.4152,36.87,40.65,35.34,14.30,3.03,9.09,141.66
81,0.231657,0.018557,0.5842,72.84,20.87,16.76,9.08,5.08,18.27,76.93,0.478298,0.028874,0.4209,36.36,41.15,36.94,12.63,1.01,6.57,153.87
82,0.231586,0.017823,0.5660,65.99,22.51,18.63,9.10,4.31,16.12,90.21,0.468002,0.028677,0.4108,34.34,40.14,36.08,12.03,1.52,8.59,146.46
83,0.229863,0.018847,0.5735,68.65,19.95,15.80,8.88,5.33,19.04,75.23,0.469166,0.029114,0.4134,34.85,39.75,35.66,11.73,2.02,8.08,139.20
84,0.236501,0.019083,0.5773,70.18,21.00,16.36,9.72,6.22,18.15,70.70,0.479394,0.029559,0.4135,32.32,40.56,35.99,13.12,1.01,6.57,155.71
85,0.230187,0.018517,0.5925,74.49,20.89,17.17,8.71,4.44,18.27,68.08,0.489323,0.029267,0.4205,37.88,41.41,37.46,11.89,2.53,6.06,147.94
86,0.250992,0.020185,0.5756,72.72,21.73,16.86,10.41,5.33,15.86,79.24,0.484942,0.030432,0.4177,35.35,40.58,35.73,13.47,0.00,7.58,136.27
87,0.229173,0.018667,0.5826,71.70,20.32,15.50,9.88,4.31,18.40,72.96,0.464000,0.028787,0.4213,38.38,39.92,35.18,13.29,3.03,4.55,137.72
88,0.240058,0.018645,0.5711,68.65,22.60,18.50,9.48,4.44,16.62,91.78,0.473243,0.028290,0.4242,36.87,41.24,36.84,12.71,3.03,7.58,149.64
89,0.222980,0.018364,0.5904,73.22,19.45,14.95,9.30,5.84,18.15,70.27,0.465306,0.028917,0.4209,37.37,39.81,35.10,12.89,1.52,6.06,135.59
90,0.224865,0.017562,0.5897,73.73,22.02,16.56,10.96,3.55,15.23,78.32,0.482210,0.028463,0.4205,37.88,42.56,37.56,13.98,1.01,5.56,142.82
91,0.220013,0.017878,0.5850,71.19,20.11,15.21,10.05,5.08,17.77,66.85,0.473145,0.028970,0.4137,36.36,40.31,35.66,13.13,2.02,9.09,134.81
92,0.205762,0.016508,0.6041,75.63,19.82,15.60,9.11,4.19,19.80,72.31,0.454673,0.027612,0.4222,35.86,40.20,35.63,12.57,1.01,5.05,142.53
