Epoch,Train_MSE_Loss,Train_Box_Loss,Train_Mean_IoU,Train_Box_Hit_Rate,Train_MPE,Train_X_MAE,Train_Y_MAE,Train_PCK@5px,Train_PCK@10px,Train_Max_Error,Val_MSE_Loss,Val_Box_Loss,Val_Mean_IoU,Val_Box_Hit_Rate,Val_MPE,Val_X_MAE,Val_Y_MAE,Val_PCK@5px,Val_PCK@10px,Val_Max_Error
1,2185.993594,2.151421,0.0534,0.00,176.26,122.25,106.54,0.00,0.13,410.51,2177.444565,2.144028,0.0555,0.00,177.12,118.76,112.48,0.51,0.51,425.35
2,1981.787071,1.956656,0.0631,0.00,155.08,103.74,97.38,0.13,0.13,367.47,1977.934121,1.952300,0.0647,0.00,158.03,101.87,103.09,0.51,0.51,397.18
3,1835.219286,1.815726,0.0729,0.00,135.63,90.72,85.12,0.00,0.00,339.85,1838.862998,1.817764,0.0739,0.00,140.91,91.31,90.63,0.00,0.51,374.23
4,1694.630921,1.679123,0.0839,0.00,122.32,80.23,77.63,0.13,0.51,325.46,1706.664634,1.689234,0.0837,0.00,127.41,81.22,82.53,0.00,0.00,344.32
5,1551.265510,1.538640,0.0964,0.00,109.42,71.82,69.10,0.25,0.76,314.71,1563.904092,1.548774,0.0959,0.00,117.76,75.03,75.82,0.00,0.51,330.50
6,1366.735047,1.356042,0.1129,0.00,102.53,65.85,66.25,0.00,0.76,299.66,1390.149521,1.376526,0.1097,0.00,111.42,70.59,71.77,0.00,0.00,308.36
7,1298.220127,1.288924,0.1249,0.13,91.43,61.04,56.05,0.25,0.51,291.00,1327.909580,1.315313,0.1204,0.00,100.33,67.63,59.38,0.00,1.01,312.93
8,1183.232987,1.174529,0.1396,0.00,88.82,58.63,55.03,0.00,0.63,280.38,1205.365083,1.193482,0.1354,0.00,98.88,65.57,59.96,0.51,1.52,331.99
9,1100.432799,1.093146,0.1543,0.25,77.75,53.56,45.52,0.25,1.52,254.73,1132.913184,1.122333,0.1453,0.00,88.80,61.67,50.14,0.00,0.51,307.10
10,1011.840532,1.005118,0.1709,0.25,77.72,51.14,48.27,0.25,1.40,248.75,1049.728262,1.039683,0.1594,0.00,89.03,60.17,52.84,1.01,2.02,315.37
