Epoch,Train_MSE_Loss,Train_Box_Loss,Train_Mean_IoU,Train_Box_Hit_Rate,Train_MPE,Train_X_MAE,Train_Y_MAE,Train_PCK@5px,Train_PCK@10px,Train_Max_Error,Val_MSE_Loss,Val_Box_Loss,Val_Mean_IoU,Val_Box_Hit_Rate,Val_MPE,Val_X_MAE,Val_Y_MAE,Val_PCK@5px,Val_PCK@10px,Val_Max_Error
41,0.114527,0.000233,0.7113,99.24,12.51,9.03,6.87,11.42,38.20,35.24,0.875193,0.000928,0.5228,59.60,29.12,25.94,8.59,3.03,11.62,122.66
42,0.149758,0.000178,0.7329,98.60,12.91,11.10,4.91,13.20,40.10,43.60,0.918761,0.000865,0.5353,63.64,29.06,26.56,8.29,2.53,14.14,126.52
43,0.151166,0.000233,0.6886,97.59,14.16,10.54,7.33,7.74,32.23,39.11,0.984211,0.000969,0.5031,54.04,31.16,27.78,9.42,2.02,12.12,119.33
44,0.096719,0.000182,0.7377,98.98,12.18,8.05,7.53,13.07,41.62,32.76,0.921482,0.000924,0.5221,61.62,29.74,26.37,9.67,4.55,12.12,141.56
45,0.119543,0.000194,0.7231,98.98,12.28,9.41,6.17,13.58,42.01,40.20,0.936292,0.000937,0.5191,63.13,29.46,26.43,9.13,5.05,15.15,135.89
46,0.094876,0.000197,0.7197,98.98,12.03,8.20,7.08,9.39,40.48,33.09,0.953740,0.000935,0.5102,57.07,30.24,27.03,9.17,3.03,12.63,125.89
47,0.104846,0.000183,0.7338,98.73,11.51,8.81,5.69,14.47,45.18,39.05,0.875554,0.000889,0.5239,56.06,29.24,26.38,8.39,2.53,10.10,122.37
48,0.103607,0.000193,0.7198,98.60,12.51,8.62,7.39,10.15,36.68,34.15,0.930514,0.000922,0.5113,53.54,30.22,26.86,9.20,3.03,11.11,116.30
49,0.117489,0.000165,0.7463,99.62,12.20,9.41,6.02,13.58,42.89,38.40,0.964149,0.000884,0.5268,61.62,30.17,27.58,8.44,4.04,12.12,132.73
50,0.108351,0.000212,0.7010,98.22,12.72,8.76,7.58,10.79,35.28,37.50,0.846095,0.000894,0.5107,59.09,28.73,25.31,9.49,2.53,11.62,132.15
