Timestamp,M1_Pos,M2_Pos,M3_Pos,M4_Pos,M5_Pos,M6_Pos,M7_Pos,Event
23:17:31.237,512,512,380,800,700,512,512,
23:17:31.352,512,512,380,800,700,512,512,
23:17:31.452,512,512,380,800,700,512,512,
23:17:31.558,512,512,380,800,700,512,512,
23:17:31.664,512,512,380,800,700,512,512,
23:17:31.764,512,512,380,800,700,512,512,
23:17:31.863,512,512,380,800,700,512,512,
23:17:31.965,512,512,380,800,700,512,512,
23:17:32.069,512,512,380,800,700,512,512,
23:17:32.169,512,512,380,800,700,512,512,
23:17:32.273,512,512,380,800,700,512,512,
23:17:32.374,512,512,380,800,700,512,512,
23:17:32.489,512,512,380,800,700,512,512,
23:17:32.605,512,512,380,800,700,512,512,
23:17:32.706,512,512,380,800,700,512,512,
23:17:32.822,512,512,380,800,700,512,512,
23:17:32.938,512,512,380,800,700,512,512,
23:17:33.037,512,512,380,800,700,512,512,
23:17:33.139,512,512,380,800,700,512,512,
23:17:33.255,512,512,380,800,700,512,512,
23:17:33.356,512,512,380,800,700,512,512,
23:17:33.458,512,512,380,800,700,512,512,
23:17:33.558,512,512,380,800,700,512,512,
23:17:33.658,512,512,380,800,700,512,512,
23:17:33.758,512,512,380,800,700,512,512,
23:17:33.873,512,512,380,800,700,512,512,
23:17:33.974,512,512,380,800,700,512,512,
23:17:34.074,512,512,380,800,700,512,512,
23:17:34.177,512,512,380,800,700,512,512,
23:17:34.276,512,512,380,800,700,512,512,
23:17:34.377,512,512,380,800,700,512,512,
23:17:34.477,512,512,380,800,700,512,512,
23:17:34.591,512,512,380,800,700,512,512,
23:17:34.705,512,512,380,800,700,512,512,
23:17:34.806,512,512,380,800,700,512,512,
23:17:34.906,512,512,380,800,700,512,512,
23:17:35.006,512,512,380,800,700,512,512,
23:17:35.121,512,512,380,800,700,512,512,
23:17:35.222,512,512,380,800,700,512,512,
23:17:35.338,512,512,380,800,700,512,512,
23:17:35.438,512,512,380,800,700,512,512,
23:17:35.554,512,512,380,800,700,512,512,
23:17:35.654,512,512,380,800,700,512,512,
23:17:35.755,512,512,380,800,700,512,512,
23:17:35.871,512,512,380,800,700,512,512,
23:17:35.972,512,512,380,800,700,512,512,
23:17:36.072,512,512,380,800,700,512,512,
23:17:36.174,512,512,380,800,700,512,512,
23:17:36.276,512,512,380,800,700,512,512,
23:17:36.390,512,512,380,800,700,512,512,
23:17:36.491,512,512,380,800,700,512,512,
23:17:36.590,512,512,380,800,700,512,512,
23:17:36.706,512,512,380,800,700,512,512,
23:17:36.805,512,512,380,800,700,512,512,
23:17:36.921,512,512,380,800,700,512,512,
23:17:37.036,512,512,380,800,700,512,512,
23:17:37.152,512,512,380,800,700,512,512,
23:17:37.252,512,512,380,800,700,512,512,
23:17:37.368,512,512,380,800,700,512,512,
23:17:37.483,512,512,380,800,700,512,512,
23:17:37.599,512,512,380,800,700,512,512,
23:17:37.713,512,512,380,800,700,512,512,
23:17:37.828,512,512,380,800,700,512,512,
23:17:37.929,512,512,380,800,700,512,512,
23:17:38.045,512,512,380,800,700,512,512,
23:17:38.145,512,512,380,800,700,512,512,
23:17:38.246,512,512,380,800,700,512,512,
23:17:38.347,512,512,380,800,700,512,512,
23:17:38.448,512,512,380,800,700,512,512,
23:17:38.548,512,512,380,800,700,512,512,
23:17:38.663,512,512,380,800,700,512,512,
23:17:38.779,512,512,380,800,700,512,512,
23:17:38.879,512,512,380,800,700,512,512,
23:17:38.979,512,512,380,800,700,512,512,
23:17:39.080,512,512,380,800,700,512,512,
23:17:39.181,512,512,380,800,700,512,512,
23:17:39.282,512,512,380,800,700,512,512,
23:17:39.396,512,512,380,800,700,512,512,
23:17:39.496,512,512,380,800,700,512,512,
23:17:39.611,512,512,380,800,700,512,512,
23:17:39.725,512,512,380,800,700,512,512,
23:17:39.840,512,512,380,800,700,512,512,
23:17:39.941,512,512,380,800,700,512,512,
23:17:40.057,512,512,380,800,700,512,512,
23:17:40.172,512,512,380,800,700,512,512,
23:17:40.273,512,512,380,800,700,512,512,
23:17:40.389,512,512,380,800,700,512,512,
23:17:40.489,512,512,380,800,700,512,512,
23:17:40.589,512,512,380,800,700,512,512,
23:17:40.706,512,512,380,800,700,512,512,
23:17:40.808,512,512,380,800,700,512,512,
23:17:40.922,512,512,380,800,700,512,512,
