Timestamp,M1_Pos,M2_Pos,M3_Pos,M4_Pos,M5_Pos,M6_Pos,M7_Pos,Event
23:13:20.247,512,512,380,800,700,512,512,
23:13:20.363,512,512,380,800,700,512,512,
23:13:20.463,512,512,380,800,700,512,512,
23:13:20.568,512,512,380,800,700,512,512,
23:13:20.671,512,512,380,800,700,512,512,
23:13:20.772,512,512,380,800,700,512,512,
23:13:20.876,512,512,380,800,700,512,512,
23:13:20.976,512,512,380,800,700,512,512,
23:13:21.082,512,512,380,800,700,512,512,
23:13:21.189,512,512,380,800,700,512,512,
23:13:21.304,512,512,380,800,700,512,512,
23:13:21.419,512,512,380,800,700,512,512,
23:13:21.519,512,512,380,800,700,512,512,
23:13:21.635,512,512,380,800,700,512,512,
23:13:21.735,512,512,380,800,700,512,512,
23:13:21.835,512,512,380,800,700,512,512,
23:13:21.950,512,512,380,800,700,512,512,
23:13:22.051,512,512,380,800,700,512,512,
23:13:22.151,512,512,380,800,700,512,512,
23:13:22.265,512,512,380,800,700,512,512,
23:13:22.365,512,512,380,800,700,512,512,
23:13:22.467,512,512,380,800,700,512,512,
23:13:22.583,512,512,380,800,700,512,512,
23:13:22.697,512,512,380,800,700,512,512,
23:13:22.797,512,512,380,800,700,512,512,
23:13:22.913,512,512,380,800,700,512,512,
23:13:23.014,512,512,380,800,700,512,512,
23:13:23.114,512,512,380,800,700,512,512,
23:13:23.214,512,512,380,800,700,512,512,
23:13:23.330,512,512,380,800,700,512,512,
23:13:23.430,512,512,380,800,700,512,512,
23:13:23.545,512,512,380,800,700,512,512,
23:13:23.647,512,512,380,800,700,512,512,
23:13:23.762,512,512,380,800,700,512,512,
23:13:23.876,512,512,380,800,700,512,512,
23:13:23.990,512,512,380,800,700,512,512,
23:13:24.090,512,512,380,800,700,512,512,
23:13:24.206,512,512,380,800,700,512,512,
23:13:24.307,512,512,380,800,700,512,512,
23:13:24.422,512,512,380,800,700,512,512,
23:13:24.537,512,512,380,800,700,512,512,
23:13:24.637,512,512,380,800,700,512,512,
23:13:24.737,512,512,380,800,700,512,512,
23:13:24.853,512,512,380,800,700,512,512,
23:13:24.969,512,512,380,800,700,512,512,
23:13:25.069,512,512,380,800,700,512,512,
23:13:25.183,512,512,380,800,700,512,512,
23:13:25.298,512,512,380,800,700,512,512,
23:13:25.414,512,512,380,800,700,512,512,
23:13:25.515,512,512,380,800,700,512,512,
23:13:25.628,512,512,380,800,700,512,512,
23:13:25.730,512,512,380,800,700,512,512,
23:13:25.831,512,512,380,800,700,512,512,
23:13:25.944,512,512,380,800,700,512,512,
23:13:26.059,512,512,380,800,700,512,512,
23:13:26.159,512,512,380,800,700,512,512,
23:13:26.259,512,512,380,800,700,512,512,
23:13:26.375,512,512,380,800,700,512,512,
23:13:26.475,512,512,380,800,700,512,512,
23:13:26.591,512,512,380,800,700,512,512,
23:13:26.693,512,512,380,800,700,512,512,
23:13:26.794,512,512,380,800,700,512,512,
23:13:26.895,512,512,380,800,700,512,512,
23:13:27.011,512,512,380,800,700,512,512,
23:13:27.112,512,512,380,800,700,512,512,
23:13:27.228,512,512,380,800,700,512,512,
23:13:27.330,512,512,380,800,700,512,512,
23:13:27.431,513,512,380,800,700,512,512,
23:13:27.532,520,512,380,800,700,512,512,
23:13:27.648,530,512,380,800,700,512,512,
23:13:27.749,539,512,380,800,700,512,512,
23:13:27.849,549,512,380,800,700,512,512,
23:13:27.950,559,512,380,800,700,512,512,
23:13:28.066,569,512,380,800,700,512,512,
23:13:28.182,579,512,380,800,700,512,512,
23:13:28.297,580,512,380,800,700,512,512,
23:13:28.397,574,512,380,800,700,512,512,
23:13:28.512,567,512,380,800,700,512,512,
23:13:28.627,557,512,380,800,700,512,512,
23:13:28.742,548,512,380,800,700,512,512,
23:13:28.842,542,512,380,800,700,512,512,
23:13:28.943,545,512,380,800,700,512,512,
23:13:29.056,552,512,380,800,700,512,512,
23:13:29.157,560,512,380,800,700,512,512,
23:13:29.272,569,512,380,800,700,512,512,
23:13:29.388,579,512,380,800,700,512,512,
23:13:29.505,589,512,380,800,700,512,512,
23:13:29.619,599,512,380,800,700,512,512,
