Timestamp,M1_Pos,M2_Pos,M3_Pos,M4_Pos,M5_Pos,M6_Pos,M7_Pos,Event
23:22:16.885,512,512,380,800,700,512,512,
23:22:16.997,512,512,380,800,700,512,512,
23:22:17.111,512,512,380,800,700,512,512,
23:22:17.213,512,512,380,800,700,512,512,
23:22:17.327,512,512,380,800,700,512,512,
23:22:17.443,512,512,380,800,700,512,512,
23:22:17.544,512,512,380,800,700,512,512,
23:22:17.644,512,512,380,800,700,512,512,
23:22:17.744,512,512,380,800,700,512,512,
23:22:17.844,512,512,380,800,700,512,512,
23:22:17.944,512,512,380,800,700,512,512,
23:22:18.044,512,512,380,800,700,512,512,
23:22:18.160,512,512,380,800,700,512,512,
23:22:18.261,512,512,380,800,700,512,512,
23:22:18.363,512,512,380,800,700,512,512,
23:22:18.479,512,512,380,800,700,512,512,
23:22:18.579,512,512,380,800,700,512,512,
23:22:18.694,512,512,380,800,700,512,512,
23:22:18.794,512,512,380,800,700,512,512,
23:22:18.894,512,512,380,800,700,512,512,
23:22:18.994,512,512,380,800,700,512,512,
23:22:19.095,512,512,380,800,700,512,512,
23:22:19.194,512,512,380,800,700,512,512,
23:22:19.310,512,512,380,800,700,512,512,
23:22:19.411,512,512,380,800,700,512,512,
23:22:19.511,512,512,380,800,700,512,512,
23:22:19.627,512,512,380,800,700,512,512,
23:22:19.728,512,512,380,800,700,512,512,
23:22:19.844,512,512,380,800,700,512,512,
23:22:19.944,512,512,380,800,700,512,512,
23:22:20.045,512,512,380,800,700,512,512,
23:22:20.145,512,512,380,800,700,512,512,
23:22:20.246,512,512,380,800,700,512,512,
23:22:20.346,512,512,380,800,700,512,512,
23:22:20.446,512,512,380,800,700,512,512,
23:22:20.561,512,512,380,800,700,512,512,
23:22:20.675,512,512,380,800,700,512,512,
23:22:20.776,512,512,380,800,700,512,512,
23:22:20.876,512,512,380,800,700,512,512,
23:22:20.989,512,512,380,800,700,512,512,
23:22:21.105,512,512,380,800,700,512,512,
23:22:21.206,512,512,380,800,700,512,512,
23:22:21.321,512,512,380,800,700,512,512,
23:22:21.422,512,512,380,800,700,512,512,
23:22:21.536,512,512,380,800,700,512,512,
23:22:21.652,512,512,380,800,700,512,512,
23:22:21.754,512,512,380,800,700,512,512,
23:22:21.854,512,512,380,800,700,512,512,
23:22:21.954,512,512,380,800,700,512,512,
23:22:22.070,512,512,380,800,700,512,512,
23:22:22.170,512,512,380,800,700,512,512,
23:22:22.270,512,512,380,800,700,512,512,
23:22:22.371,512,512,380,800,700,512,512,
23:22:22.472,512,512,380,800,700,512,512,
23:22:22.573,512,512,380,800,700,512,512,
23:22:22.689,512,512,380,800,700,512,512,
23:22:22.803,512,512,380,800,700,512,512,
23:22:22.903,512,512,380,800,700,512,512,
23:22:23.018,512,512,380,800,700,512,512,
23:22:23.134,512,512,380,800,700,512,512,
23:22:23.249,512,512,380,800,700,512,512,
23:22:23.364,512,512,380,800,700,512,512,
23:22:23.481,512,512,380,800,700,512,512,
23:22:23.580,512,512,380,800,700,512,512,
23:22:23.695,512,512,380,800,700,512,512,
23:22:23.795,512,512,380,800,700,512,512,
23:22:23.911,512,512,380,800,700,512,512,
23:22:24.011,512,512,380,800,700,512,512,
23:22:24.123,512,512,380,800,700,512,512,
23:22:24.224,512,512,380,800,700,512,512,
23:22:24.325,512,512,380,800,700,512,512,
23:22:24.439,512,512,380,800,700,512,512,
23:22:24.539,512,512,380,800,700,512,512,
