Timestamp,M1_Pos,M2_Pos,M3_Pos,M4_Pos,M5_Pos,M6_Pos,M7_Pos,Event
23:11:35.954,512,512,380,800,700,512,512,
23:11:36.064,512,512,380,800,700,512,512,
23:11:36.168,512,512,380,800,700,512,512,
23:11:36.269,512,512,380,800,700,512,512,
23:11:36.371,512,512,380,800,700,512,512,
23:11:36.486,512,512,380,800,700,512,512,
23:11:36.606,512,512,380,800,700,512,512,
23:11:36.712,512,512,380,800,700,512,512,
23:11:36.827,512,512,380,800,700,512,512,
23:11:36.933,512,512,380,800,700,512,512,
23:11:37.049,512,512,380,800,700,512,512,
23:11:37.151,512,512,380,800,700,512,512,
23:11:37.253,512,512,380,800,700,512,512,
23:11:37.354,512,512,380,800,700,512,512,
23:11:37.470,512,512,380,800,700,512,512,
23:11:37.584,512,512,380,800,700,512,512,
23:11:37.685,512,512,380,800,700,512,512,
23:11:37.784,512,512,380,800,700,512,512,
23:11:37.901,512,512,380,800,700,512,512,
23:11:38.000,512,512,380,800,700,512,512,
23:11:38.101,512,512,380,800,700,512,512,
23:11:38.216,512,512,380,800,700,512,512,
23:11:38.317,512,512,380,800,700,512,512,
23:11:38.419,512,512,380,800,700,512,512,
23:11:38.519,512,512,380,800,700,512,512,
23:11:38.620,512,512,380,800,700,512,512,
23:11:38.721,512,512,380,800,700,512,512,
23:11:38.821,512,512,380,800,700,512,512,
23:11:38.922,512,512,380,800,700,512,512,
23:11:39.022,512,512,380,800,700,512,512,
23:11:39.123,512,512,380,800,700,512,512,
23:11:39.223,512,512,380,800,700,512,512,
23:11:39.322,512,512,380,800,700,512,512,
23:11:39.424,512,512,380,800,700,512,512,
23:11:39.524,512,512,380,800,700,512,512,
23:11:39.641,512,512,380,800,700,512,512,
23:11:39.742,512,512,380,800,700,512,512,
23:11:39.857,512,512,380,800,700,512,512,
23:11:39.957,512,512,380,800,700,512,512,
23:11:40.073,512,512,380,800,700,512,512,
23:11:40.187,512,512,380,800,700,512,512,
23:11:40.302,512,512,380,800,700,512,512,
23:11:40.405,512,512,380,800,700,512,512,
23:11:40.520,512,512,380,800,700,512,512,
23:11:40.635,512,512,380,800,700,512,512,
23:11:40.735,512,512,380,800,700,512,512,
23:11:40.835,512,512,380,800,700,512,512,
23:11:40.936,512,512,380,800,700,512,512,
23:11:41.052,512,512,380,800,700,512,512,
23:11:41.153,512,512,380,800,700,512,512,
23:11:41.267,512,512,380,800,700,512,512,
23:11:41.367,512,512,380,800,700,512,512,
23:11:41.469,512,512,380,800,700,512,512,
23:11:41.583,512,512,380,800,700,512,512,
23:11:41.698,512,512,380,800,700,512,512,
23:11:41.799,512,512,380,800,700,512,512,
23:11:41.899,512,512,380,800,700,512,512,
23:11:42.015,512,512,380,800,700,512,512,
23:11:42.115,512,512,380,800,700,512,512,
23:11:42.215,512,512,380,800,700,512,512,
23:11:42.317,512,512,380,800,700,512,512,
23:11:42.419,512,512,380,800,700,512,512,
23:11:42.520,512,512,380,800,700,512,512,
23:11:42.621,512,512,380,800,700,512,512,
23:11:42.725,512,512,380,800,700,512,512,
23:11:42.826,512,512,380,800,700,512,512,
23:11:42.930,512,512,380,800,700,512,512,
23:11:43.045,512,512,380,800,700,512,512,
23:11:43.145,512,512,380,800,700,512,512,
23:11:43.250,512,512,380,800,700,512,512,
23:11:43.364,512,512,380,800,700,512,512,
23:11:43.479,512,512,380,800,700,512,512,
23:11:43.582,512,512,380,800,700,512,512,
23:11:43.683,512,512,380,800,700,512,512,
23:11:43.785,512,512,380,800,700,512,512,
23:11:43.885,512,512,380,800,700,512,512,
23:11:43.985,512,512,380,800,700,512,512,
23:11:44.084,512,512,380,800,700,512,512,
23:11:44.199,512,512,380,800,700,512,512,
23:11:44.299,512,512,380,800,700,512,512,
23:11:44.399,512,512,380,800,700,512,512,
23:11:44.501,512,512,380,800,700,512,512,
23:11:44.615,512,512,380,800,700,512,512,
23:11:44.731,512,512,380,800,700,512,512,
23:11:44.831,512,512,380,800,700,512,512,
23:11:44.931,512,512,380,800,700,512,512,
23:11:45.046,512,512,380,800,700,512,512,
23:11:45.161,512,512,380,800,700,512,512,
23:11:45.262,512,512,380,800,700,512,512,
23:11:45.362,512,512,380,800,700,512,512,
23:11:45.477,512,512,380,800,700,512,512,
23:11:45.592,512,512,380,800,700,512,512,
23:11:45.693,512,512,380,800,700,512,512,
23:11:45.794,512,512,380,800,700,512,512,
23:11:45.895,512,512,380,800,700,512,512,
23:11:45.996,512,512,380,800,700,512,512,
23:11:46.112,512,512,380,800,700,512,512,
23:11:46.213,512,512,380,800,700,512,512,
23:11:46.313,512,512,380,800,700,512,512,
23:11:46.413,512,512,380,800,700,512,512,
23:11:46.513,512,512,380,800,700,512,512,
23:11:46.629,512,512,380,800,700,512,512,
23:11:46.729,512,512,380,800,700,512,512,
23:11:46.829,512,512,380,800,700,512,512,
23:11:46.929,512,512,380,800,700,512,512,
23:11:47.030,512,512,380,800,700,512,512,
23:11:47.130,512,512,380,800,700,512,512,
23:11:47.246,512,512,380,800,700,512,512,
23:11:47.360,512,512,380,800,700,512,512,
23:11:47.473,512,512,380,800,700,512,512,
23:11:47.573,512,512,380,800,700,512,512,
23:11:47.686,512,512,380,800,700,512,512,
23:11:47.786,512,512,380,800,700,512,512,
23:11:47.885,512,512,380,800,700,512,512,
