epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,38565.1,0.71942,0.00456,0.04174,0.33385,0.95195,0.99922,1,0.995,0.82146,0.99922,1,0.995,0.99169,0.7442,0.01166,0.00014,0.29209,0.9134,0.000936251,0.000936251,0.000936251
51,39346.2,0.74625,0.00532,0.04216,0.35861,0.95393,0.99671,1,0.995,0.81391,0.99671,1,0.995,0.99144,0.73793,0.01295,7e-05,0.28556,0.91156,0.000933683,0.000933683,0.000933683
52,40127.6,0.73849,0.00591,0.03791,0.35491,0.95426,0.99936,1,0.995,0.81765,0.99936,1,0.995,0.99258,0.71826,0.01179,0.00038,0.31048,0.9038,0.000931067,0.000931067,0.000931067
53,40908.9,0.71192,0.00528,0.02962,0.33881,0.95326,0.99939,1,0.995,0.81308,0.99939,1,0.995,0.9922,0.77663,0.01129,7e-05,0.29516,0.91846,0.000928405,0.000928405,0.000928405
54,41689.1,0.70391,0.00477,0.0397,0.3297,0.94565,0.99938,1,0.995,0.82927,0.99938,1,0.995,0.9929,0.76975,0.01072,0.00012,0.27979,0.91646,0.000925697,0.000925697,0.000925697
55,42476,0.71953,0.00505,0.04005,0.33598,0.95467,0.96295,0.9899,0.99432,0.83804,0.96295,0.9899,0.99432,0.99046,0.67366,0.03354,0.00038,0.8898,0.89889,0.000922942,0.000922942,0.000922942
56,43261.3,0.72637,0.00591,0.0404,0.34342,0.96115,0.99921,1,0.995,0.83404,0.99921,1,0.995,0.99143,0.67441,0.01204,4e-05,0.34703,0.88786,0.000920142,0.000920142,0.000920142
57,44042.4,0.70535,0.00436,0.03909,0.3319,0.94712,0.99937,1,0.995,0.84584,0.99937,1,0.995,0.99171,0.6534,0.01172,0.00082,0.28697,0.88587,0.000917296,0.000917296,0.000917296
58,44823.2,0.72531,0.00488,0.04081,0.33942,0.95127,0.99925,1,0.995,0.84556,0.99925,1,0.995,0.99347,0.68243,0.0138,0.00127,0.27498,0.89481,0.000914405,0.000914405,0.000914405
59,45514.5,0.71059,0.00515,0.04383,0.33294,0.95242,0.99929,1,0.995,0.80245,0.99929,1,0.995,0.99076,0.80208,0.01211,8e-05,0.29452,0.93058,0.000911469,0.000911469,0.000911469
60,46246.7,0.72157,0.00485,0.03846,0.3373,0.9529,0.99912,1,0.995,0.81291,0.99912,1,0.995,0.98957,0.75288,0.01282,0.00078,0.30599,0.91916,0.000908488,0.000908488,0.000908488
61,47028.1,0.7516,0.00446,0.03285,0.34934,0.96348,0.99868,1,0.995,0.84139,0.99868,1,0.995,0.99251,0.6356,0.01815,0.0001,0.27413,0.88224,0.000905463,0.000905463,0.000905463
62,47809.6,0.71551,0.00518,0.03027,0.33575,0.95173,0.99922,1,0.995,0.84407,0.99922,1,0.995,0.99201,0.68205,0.01749,3e-05,0.28271,0.89126,0.000902395,0.000902395,0.000902395
63,48594,0.70696,0.00463,0.05085,0.33096,0.94879,0.99912,1,0.995,0.84695,0.99912,1,0.995,0.99009,0.63853,0.01253,0.00086,0.25898,0.88069,0.000899282,0.000899282,0.000899282
64,49317.8,0.71181,0.0043,0.03409,0.344,0.95028,0.99899,1,0.995,0.84044,0.99899,1,0.995,0.9913,0.65978,0.01322,0.00071,0.27832,0.88654,0.000896127,0.000896127,0.000896127
65,50047.8,0.70072,0.0042,0.02692,0.33544,0.9339,0.99939,1,0.995,0.82606,0.99939,1,0.995,0.99394,0.76871,0.0124,0.0001,0.28572,0.9141,0.000892928,0.000892928,0.000892928
66,50828.1,0.72342,0.00553,0.03116,0.34749,0.95336,0.99919,1,0.995,0.8536,0.99919,1,0.995,0.99115,0.63838,0.0143,3e-05,0.29756,0.87704,0.000889687,0.000889687,0.000889687
67,51607.1,0.69172,0.00445,0.0327,0.33047,0.94293,0.99931,1,0.995,0.80882,0.99931,1,0.995,0.99266,0.76032,0.01288,9e-05,0.28252,0.91443,0.000886404,0.000886404,0.000886404
68,52377.5,0.685,0.00484,0.03524,0.32546,0.93921,0.99941,1,0.995,0.85207,0.99941,1,0.995,0.99254,0.67569,0.01374,7e-05,0.26549,0.89113,0.000883079,0.000883079,0.000883079
69,53118.7,0.70732,0.00625,0.0409,0.33361,0.94722,0.9994,1,0.995,0.84696,0.9994,1,0.995,0.99355,0.6998,0.0122,0.00024,0.27171,0.89755,0.000879713,0.000879713,0.000879713
70,53896.9,0.69902,0.00556,0.03257,0.3319,0.9484,0.99939,1,0.995,0.82629,0.99939,1,0.995,0.99129,0.71059,0.0143,0.0001,0.2865,0.89683,0.000876305,0.000876305,0.000876305
71,54631.3,0.68048,0.00626,0.02966,0.32118,0.9435,0.99843,1,0.995,0.84399,0.99843,1,0.995,0.98953,0.65745,0.01595,8e-05,0.30686,0.88488,0.000872857,0.000872857,0.000872857
72,55297.5,0.67637,0.00445,0.03038,0.31635,0.93867,0.99938,1,0.995,0.83619,0.99938,1,0.995,0.99198,0.67153,0.01478,1e-05,0.27271,0.8924,0.000869368,0.000869368,0.000869368
73,55999,0.69996,0.00447,0.03787,0.33276,0.94718,0.99939,1,0.995,0.82878,0.99939,1,0.995,0.99299,0.71177,0.01395,0.00016,0.27387,0.90463,0.000865839,0.000865839,0.000865839
74,56735.9,0.69705,0.00561,0.04173,0.3214,0.9391,0.99941,1,0.995,0.8087,0.99941,1,0.995,0.99398,0.76711,0.01331,0.00025,0.2673,0.93067,0.000862271,0.000862271,0.000862271
75,57521.8,0.68211,0.00489,0.04014,0.31997,0.93882,0.9994,1,0.995,0.84552,0.9994,1,0.995,0.99098,0.66046,0.01482,0.00015,0.25736,0.88611,0.000858664,0.000858664,0.000858664
76,58305.4,0.69385,0.00417,0.04554,0.32212,0.94813,0.99932,1,0.995,0.81802,0.99932,1,0.995,0.99113,0.76734,0.01111,0.00012,0.30292,0.91757,0.000855018,0.000855018,0.000855018
77,59088.2,0.69482,0.007,0.03442,0.32894,0.94238,0.99941,1,0.995,0.82765,0.99941,1,0.995,0.99178,0.73032,0.01141,9e-05,0.27294,0.9031,0.000851333,0.000851333,0.000851333
78,59872,0.70216,0.00514,0.03497,0.32426,0.94769,0.99928,1,0.995,0.85353,0.99928,1,0.995,0.99348,0.68648,0.01263,5e-05,0.26133,0.8961,0.000847611,0.000847611,0.000847611
79,60649.5,0.68732,0.00476,0.03175,0.32731,0.94702,0.99936,1,0.995,0.84558,0.99936,1,0.995,0.99308,0.64893,0.01227,0.00043,0.25839,0.88035,0.000843851,0.000843851,0.000843851
80,61382.5,0.74108,0.00445,0.03712,0.34577,0.95694,0.99938,1,0.995,0.80437,0.99938,1,0.995,0.99267,0.78215,0.011,0.00112,0.32805,0.9226,0.000840054,0.000840054,0.000840054
81,62166.2,0.70566,0.0044,0.03159,0.33075,0.94337,0.99936,1,0.995,0.83921,0.99936,1,0.995,0.99254,0.64847,0.01078,4e-05,0.26334,0.88554,0.00083622,0.00083622,0.00083622
82,62879.9,0.67809,0.00516,0.03114,0.31658,0.93784,0.99941,1,0.995,0.8478,0.99941,1,0.995,0.99197,0.67506,0.01443,2e-05,0.26622,0.88686,0.000832349,0.000832349,0.000832349
