epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,5764.81,0.67321,0.01444,0.04334,0.40706,1.06714,0.99817,1,0.995,0.74723,0.99817,1,0.995,0.995,0.98091,0.02317,0.0078,0.388,1.34841,0.0012146,0.0012146,0.0012146
121,5823.82,0.6624,0.01658,0.05303,0.35577,1.04911,0.99761,1,0.995,0.7417,0.99761,1,0.995,0.995,0.95796,0.02368,0.0059,0.40255,1.31477,0.001208,0.001208,0.001208
122,5873.59,0.63096,0.02102,0.0478,0.36136,1.05405,0.9964,1,0.995,0.73796,0.9964,1,0.995,0.995,0.90433,0.02743,0.00132,0.39215,1.24376,0.0012014,0.0012014,0.0012014
123,5919.42,0.66687,0.01972,0.07348,0.37211,1.08177,0.99621,1,0.995,0.73332,0.99621,1,0.995,0.995,0.97447,0.02514,0.00074,0.41313,1.32238,0.0011948,0.0011948,0.0011948
124,5965.4,0.69415,0.01713,0.05998,0.37485,1.06796,0.99646,1,0.995,0.73117,0.99646,1,0.995,0.995,0.94291,0.02457,0.00055,0.38646,1.30906,0.0011882,0.0011882,0.0011882
125,6011.86,0.66193,0.01437,0.01243,0.38503,1.01051,0.99703,1,0.995,0.74745,0.99703,1,0.995,0.995,0.91066,0.02544,0.00043,0.36381,1.28495,0.0011816,0.0011816,0.0011816
126,6057.91,0.69108,0.01922,0.02261,0.36365,1.07947,0.99737,1,0.995,0.78233,0.99737,1,0.995,0.995,0.8601,0.02625,0.00045,0.36981,1.23923,0.001175,0.001175,0.001175
127,6108.99,0.67928,0.01829,0.05394,0.37036,1.06562,0.99746,1,0.995,0.76147,0.99746,1,0.995,0.995,0.88052,0.02572,0.00035,0.38215,1.26148,0.0011684,0.0011684,0.0011684
128,6156.81,0.70659,0.01161,0.04211,0.39131,1.06985,0.98046,1,0.995,0.75319,0.98046,1,0.995,0.995,0.88617,0.02526,0.00029,0.38351,1.29592,0.0011618,0.0011618,0.0011618
129,6203.8,0.69581,0.02152,0.03049,0.39303,1.10602,0.98389,1,0.995,0.77444,0.98389,1,0.995,0.995,0.87523,0.02628,0.00025,0.37911,1.28298,0.0011552,0.0011552,0.0011552
130,6258.23,0.74535,0.01371,0.05316,0.53263,1.0586,0.99394,1,0.995,0.77919,0.99394,1,0.995,0.995,0.86586,0.02602,0.00045,0.40099,1.22185,0.0011486,0.0011486,0.0011486
131,6307.48,0.6961,0.01734,0.09781,0.38709,1.05808,0.99771,1,0.995,0.77725,0.99771,1,0.995,0.995,0.85822,0.02738,0.00065,0.40566,1.21577,0.001142,0.001142,0.001142
132,6363.74,0.72917,0.02218,0.05081,0.42413,1.09943,0.99775,1,0.995,0.76441,0.99775,1,0.995,0.995,0.88316,0.02895,0.00093,0.4161,1.24269,0.0011354,0.0011354,0.0011354
133,6414.32,0.78142,0.01697,0.11897,0.43628,1.19517,0.99764,1,0.995,0.76748,0.99764,1,0.995,0.995,0.91747,0.02875,0.00092,0.40807,1.27888,0.0011288,0.0011288,0.0011288
134,6468.58,0.70904,0.02244,0.05483,0.40749,1.05578,0.99745,1,0.995,0.75124,0.99745,1,0.995,0.995,0.85877,0.02835,0.00097,0.36259,1.22962,0.0011222,0.0011222,0.0011222
135,6522.45,0.72895,0.01465,0.05525,0.40612,1.10491,0.99737,1,0.995,0.80538,0.99737,1,0.995,0.995,0.77363,0.02904,0.00106,0.34178,1.15218,0.0011156,0.0011156,0.0011156
136,6577.11,0.70064,0.01533,0.02205,0.38797,1.08257,0.99763,1,0.995,0.82334,0.99763,1,0.995,0.995,0.75518,0.02929,0.00118,0.34191,1.13825,0.001109,0.001109,0.001109
137,6636.16,0.63858,0.01795,0.04693,0.36031,1.00534,0.99767,1,0.995,0.80284,0.99767,1,0.995,0.995,0.80074,0.02739,0.00121,0.37129,1.16602,0.0011024,0.0011024,0.0011024
138,6692.93,0.66611,0.01265,0.06491,0.39537,1.03221,0.99764,1,0.995,0.79188,0.99764,1,0.995,0.995,0.85717,0.02483,0.00095,0.40614,1.22717,0.0010958,0.0010958,0.0010958
139,6754.21,0.6715,0.01602,0.03604,0.37415,1.07264,0.99752,1,0.995,0.79072,0.99752,1,0.995,0.995,0.85032,0.02393,0.00104,0.37549,1.23019,0.0010892,0.0010892,0.0010892
140,6810.49,0.6393,0.01162,0.02429,0.35066,1.02702,0.99743,1,0.995,0.76332,0.99743,1,0.995,0.995,0.87474,0.02352,0.0012,0.36758,1.24577,0.0010826,0.0010826,0.0010826
141,6868.93,0.64565,0.01315,0.04605,0.36068,1.03054,0.99743,1,0.995,0.7673,0.99743,1,0.995,0.995,0.9029,0.02303,0.00132,0.35728,1.2672,0.001076,0.001076,0.001076
142,6927.03,0.60379,0.02011,0.06569,0.33042,1.01463,0.99776,1,0.995,0.79074,0.99776,1,0.995,0.995,0.84942,0.0245,0.00164,0.36376,1.22147,0.0010694,0.0010694,0.0010694
143,6985.25,0.72243,0.01378,0.03154,0.3802,1.10231,0.99787,1,0.995,0.78468,0.99787,1,0.995,0.995,0.87585,0.02459,0.00167,0.37289,1.24668,0.0010628,0.0010628,0.0010628
144,7039.23,0.64627,0.01613,0.04611,0.34917,1.02177,0.99808,1,0.995,0.78087,0.99808,1,0.995,0.995,0.85143,0.02266,0.00154,0.3643,1.24374,0.0010562,0.0010562,0.0010562
145,7094,0.62991,0.01916,0.0692,0.36162,1.03436,0.99803,1,0.995,0.77955,0.99803,1,0.995,0.995,0.83749,0.02213,0.00221,0.35421,1.24604,0.0010496,0.0010496,0.0010496
146,7148.84,0.67574,0.01348,0.01068,0.36057,1.04227,0.9974,1,0.995,0.78363,0.9974,1,0.995,0.995,0.80994,0.02382,0.0026,0.37777,1.20581,0.001043,0.001043,0.001043
147,7208.47,0.58809,0.0189,0.05902,0.3305,0.99154,0.99768,1,0.995,0.79319,0.99768,1,0.995,0.995,0.80937,0.0232,0.00208,0.39139,1.19,0.0010364,0.0010364,0.0010364
148,7263.41,0.60061,0.01303,0.04666,0.35148,1.00575,0.99757,1,0.995,0.79762,0.99757,1,0.995,0.995,0.84201,0.02422,0.00135,0.4008,1.21568,0.0010298,0.0010298,0.0010298
149,7324.13,0.62463,0.01194,0.07663,0.33776,1.02569,0.99762,1,0.995,0.78986,0.99762,1,0.995,0.995,0.85876,0.0276,0.0009,0.40904,1.23321,0.0010232,0.0010232,0.0010232
150,7379.51,0.68385,0.01995,0.06807,0.35809,1.08607,0.99765,1,0.995,0.79398,0.99765,1,0.995,0.995,0.79645,0.03157,0.00103,0.398,1.17619,0.0010166,0.0010166,0.0010166
151,7438.08,0.79585,0.01327,0.04233,0.58337,1.13445,0.99763,1,0.995,0.78221,0.99763,1,0.995,0.995,0.80738,0.02766,0.00126,0.38217,1.18178,0.00101,0.00101,0.00101
152,7502.72,0.66843,0.01716,0.06157,0.36392,1.03566,0.99757,1,0.995,0.78196,0.99757,1,0.995,0.995,0.83114,0.02279,0.00129,0.36307,1.20092,0.0010034,0.0010034,0.0010034
153,7566.02,0.64563,0.01881,0.07005,0.35302,1.02641,0.99758,1,0.995,0.76584,0.99758,1,0.995,0.995,0.85014,0.02118,0.0016,0.36144,1.22046,0.0009968,0.0009968,0.0009968
154,7623.09,0.62085,0.01221,0.06539,0.34288,0.98859,0.99744,1,0.995,0.79479,0.99744,1,0.995,0.995,0.78069,0.02444,0.00136,0.36412,1.18214,0.0009902,0.0009902,0.0009902
155,7694.69,0.67846,0.01199,0.01754,0.38087,1.03084,0.99745,1,0.995,0.77443,0.99745,1,0.995,0.995,0.84617,0.02411,0.00115,0.36829,1.2433,0.0009836,0.0009836,0.0009836
156,7760.19,0.60282,0.01502,0.07765,0.32652,0.97884,0.99742,1,0.995,0.8062,0.99742,1,0.995,0.995,0.86264,0.02234,0.00102,0.3639,1.26866,0.000977,0.000977,0.000977
157,7820.48,0.65722,0.01755,0.0233,0.36287,1.03544,0.99743,1,0.995,0.80938,0.99743,1,0.995,0.995,0.82288,0.02087,0.00095,0.34071,1.23184,0.0009704,0.0009704,0.0009704
158,7881.51,0.62943,0.01846,0.04129,0.34488,1.01722,0.99747,1,0.995,0.80745,0.99747,1,0.995,0.995,0.79754,0.0215,0.00134,0.32365,1.18216,0.0009638,0.0009638,0.0009638
159,7939.58,0.61312,0.01419,0.05348,0.33709,1.04386,0.99747,1,0.995,0.78936,0.99747,1,0.995,0.995,0.88931,0.02076,0.0016,0.34931,1.26411,0.0009572,0.0009572,0.0009572
160,7998.46,0.608,0.01602,0.0135,0.35103,1.03198,0.99747,1,0.995,0.76016,0.99747,1,0.995,0.995,0.9576,0.01943,0.00169,0.37233,1.34394,0.0009506,0.0009506,0.0009506
161,8058.56,0.61488,0.01354,0.06392,0.34873,0.99883,0.99745,1,0.995,0.75629,0.99745,1,0.995,0.995,0.9532,0.01841,0.00222,0.36824,1.34478,0.000944,0.000944,0.000944
162,8116.3,0.59104,0.01402,0.03006,0.32662,1.01755,0.99749,1,0.995,0.75538,0.99749,1,0.995,0.995,0.95394,0.01768,0.00259,0.36992,1.3402,0.0009374,0.0009374,0.0009374
163,8173.83,0.63666,0.01346,0.0303,0.33618,1.02909,0.99758,1,0.995,0.7655,0.99758,1,0.995,0.995,0.89903,0.01772,0.00289,0.35297,1.27861,0.0009308,0.0009308,0.0009308
164,8230.58,0.62307,0.01494,0.03364,0.33167,0.99329,0.99764,1,0.995,0.8,0.99764,1,0.995,0.995,0.85169,0.01824,0.0025,0.36261,1.23323,0.0009242,0.0009242,0.0009242
165,8289.18,0.63248,0.0115,0.03332,0.33462,1.02863,0.99765,1,0.995,0.80691,0.99765,1,0.995,0.995,0.81536,0.02053,0.0023,0.35239,1.19389,0.0009176,0.0009176,0.0009176
166,8349.34,0.64587,0.01259,0.0404,0.33234,1.02932,0.99759,1,0.995,0.77009,0.99759,1,0.995,0.995,0.84133,0.0224,0.00193,0.34283,1.21548,0.000911,0.000911,0.000911
167,8410.2,0.57448,0.0122,0.02722,0.32005,0.97353,0.99754,1,0.995,0.80133,0.99754,1,0.995,0.995,0.80505,0.02137,0.00143,0.32581,1.20489,0.0009044,0.0009044,0.0009044
168,8477.87,0.62371,0.01384,0.03181,0.31721,1.02147,0.99747,1,0.995,0.81048,0.99747,1,0.995,0.995,0.76905,0.02039,0.00087,0.3285,1.17517,0.0008978,0.0008978,0.0008978
169,8543,0.67751,0.0135,0.01343,0.38626,1.04723,0.99734,1,0.995,0.80833,0.99734,1,0.995,0.995,0.76011,0.0198,0.00066,0.33307,1.1673,0.0008912,0.0008912,0.0008912
170,8608.71,0.59353,0.01466,0.01963,0.30905,0.99243,0.9973,1,0.995,0.77742,0.9973,1,0.995,0.995,0.84302,0.01966,0.00045,0.33064,1.2296,0.0008846,0.0008846,0.0008846
171,8658.19,0.60663,0.01161,0.03582,0.33771,1.04119,0.99733,1,0.995,0.79038,0.99733,1,0.995,0.995,0.81485,0.01914,0.00035,0.32328,1.2143,0.000878,0.000878,0.000878
172,8748.37,0.53671,0.0158,0.01425,0.30753,0.95519,0.99747,1,0.995,0.79944,0.99747,1,0.995,0.995,0.79802,0.01842,0.00034,0.33625,1.19524,0.0008714,0.0008714,0.0008714
173,8839.71,0.63161,0.01169,0.01737,0.32909,1.00983,0.99758,1,0.995,0.79054,0.99758,1,0.995,0.995,0.79945,0.01793,0.00037,0.33987,1.19762,0.0008648,0.0008648,0.0008648
174,8896.25,0.57794,0.01222,0.0329,0.30413,0.98153,0.99746,1,0.995,0.80057,0.99746,1,0.995,0.995,0.81829,0.0168,0.00052,0.33379,1.22275,0.0008582,0.0008582,0.0008582
175,8939.9,0.54872,0.011,0.04018,0.32177,0.99113,0.99754,1,0.995,0.81793,0.99754,1,0.995,0.995,0.77243,0.01695,0.00053,0.30269,1.17452,0.0008516,0.0008516,0.0008516
176,8983.3,0.59263,0.01228,0.02699,0.33382,1.00448,0.99746,1,0.995,0.81773,0.99746,1,0.995,0.995,0.74451,0.01701,0.00055,0.30353,1.15269,0.000845,0.000845,0.000845
177,9025.93,0.55177,0.0126,0.04341,0.32901,0.9589,1,1,0.995,0.80185,1,1,0.995,0.995,0.76409,0.01671,0.00053,0.31114,1.17157,0.0008384,0.0008384,0.0008384
178,9068.84,0.58103,0.01167,0.07058,0.31598,1.016,1,1,0.995,0.79558,1,1,0.995,0.995,0.80137,0.01647,0.00076,0.331,1.21249,0.0008318,0.0008318,0.0008318
179,9112.22,0.53374,0.0136,0.03024,0.30755,0.94545,0.99756,1,0.995,0.80524,0.99756,1,0.995,0.995,0.763,0.01726,0.00067,0.35122,1.17306,0.0008252,0.0008252,0.0008252
180,9156.87,0.59559,0.00974,0.05291,0.33529,1.01208,0.99759,1,0.995,0.80824,0.99759,1,0.995,0.995,0.74393,0.01696,0.00052,0.34193,1.14648,0.0008186,0.0008186,0.0008186
181,9202.11,0.61828,0.01305,0.02273,0.31953,1.05918,1,1,0.995,0.80924,1,1,0.995,0.995,0.76688,0.01772,0.00064,0.34454,1.16505,0.000812,0.000812,0.000812
182,9247.9,0.5786,0.0145,0.03029,0.31428,0.98173,0.99748,1,0.995,0.78969,0.99748,1,0.995,0.995,0.77355,0.01704,0.00055,0.34126,1.19832,0.0008054,0.0008054,0.0008054
183,9293.8,0.55373,0.01177,0.03632,0.32333,0.98449,0.99751,1,0.995,0.79593,0.99751,1,0.995,0.995,0.78964,0.01739,0.0004,0.33898,1.21374,0.0007988,0.0007988,0.0007988
184,9340.29,0.58499,0.01378,0.0671,0.31355,1.00502,0.99759,1,0.995,0.79799,0.99759,1,0.995,0.995,0.80202,0.01817,0.00035,0.35246,1.22479,0.0007922,0.0007922,0.0007922
185,9387.25,0.52757,0.01203,0.02513,0.29283,0.9662,0.99768,1,0.995,0.7994,0.99768,1,0.995,0.995,0.78611,0.01857,0.00029,0.3366,1.20786,0.0007856,0.0007856,0.0007856
186,9433.34,0.59286,0.01168,0.0622,0.31779,0.98762,0.99783,1,0.995,0.82864,0.99783,1,0.995,0.995,0.76382,0.0184,0.00039,0.33399,1.18029,0.000779,0.000779,0.000779
187,9479.75,0.49972,0.01022,0.00667,0.28821,0.94561,0.99764,1,0.995,0.81114,0.99764,1,0.995,0.995,0.78046,0.01752,0.0004,0.32951,1.19398,0.0007724,0.0007724,0.0007724
188,9526.07,0.53396,0.00946,0.01825,0.29555,0.96389,0.99762,1,0.995,0.80862,0.99762,1,0.995,0.995,0.79086,0.01675,0.00046,0.32027,1.20742,0.0007658,0.0007658,0.0007658
189,9572.24,0.57089,0.01421,0.04529,0.30971,1.01318,0.99756,1,0.995,0.82043,0.99756,1,0.995,0.995,0.77222,0.0166,0.00051,0.31412,1.18881,0.0007592,0.0007592,0.0007592
190,9618.64,0.58734,0.01013,0.08592,0.32719,1.00542,0.99753,1,0.995,0.81902,0.99753,1,0.995,0.995,0.75637,0.01538,0.00075,0.30557,1.17616,0.0007526,0.0007526,0.0007526
191,9664.18,0.5615,0.01028,0.0216,0.30487,0.9768,0.99753,1,0.995,0.82935,0.99753,1,0.995,0.995,0.75471,0.01503,0.00092,0.30392,1.17032,0.000746,0.000746,0.000746
192,9708.19,0.57761,0.01891,0.08384,0.31542,0.95132,0.99755,1,0.995,0.83236,0.99755,1,0.995,0.995,0.74586,0.01441,0.00117,0.30098,1.15566,0.0007394,0.0007394,0.0007394
193,9750.77,0.55368,0.01196,0.03106,0.31553,1.01423,0.99757,1,0.995,0.82334,0.99757,1,0.995,0.995,0.75941,0.0144,0.00142,0.29819,1.15947,0.0007328,0.0007328,0.0007328
194,9792.8,0.51803,0.00913,0.05298,0.30737,0.94013,0.99761,1,0.995,0.81358,0.99761,1,0.995,0.995,0.78739,0.01755,0.00172,0.31853,1.19398,0.0007262,0.0007262,0.0007262
195,9835.06,0.57067,0.00932,0.03544,0.31105,0.95928,0.99765,1,0.995,0.81484,0.99765,1,0.995,0.995,0.77654,0.0195,0.00121,0.31816,1.17985,0.0007196,0.0007196,0.0007196
196,9877.45,0.58028,0.01534,0.0352,0.31921,1.0042,0.99755,1,0.995,0.80256,0.99755,1,0.995,0.995,0.77358,0.01961,0.00118,0.32395,1.1859,0.000713,0.000713,0.000713
197,9920.45,0.59742,0.00958,0.01513,0.3467,1.03316,0.99748,1,0.995,0.8129,0.99748,1,0.995,0.995,0.77434,0.01901,0.00107,0.33123,1.20452,0.0007064,0.0007064,0.0007064
198,9963.14,0.53621,0.01709,0.04098,0.31156,0.97253,0.99753,1,0.995,0.8333,0.99753,1,0.995,0.995,0.72499,0.01713,0.00066,0.32257,1.14343,0.0006998,0.0006998,0.0006998
199,10005.9,0.56227,0.00985,0.03806,0.31533,0.97485,0.9975,1,0.995,0.84978,0.9975,1,0.995,0.995,0.71352,0.01621,0.0005,0.32213,1.13116,0.0006932,0.0006932,0.0006932
200,10051.8,0.55549,0.01035,0.03154,0.31582,0.98297,0.99746,1,0.995,0.82765,0.99746,1,0.995,0.995,0.74353,0.01496,0.00041,0.32726,1.16412,0.0006866,0.0006866,0.0006866
201,10093.4,0.54241,0.00968,0.04494,0.323,0.96125,0.99749,1,0.995,0.82072,0.99749,1,0.995,0.995,0.78193,0.01384,0.00027,0.31645,1.20415,0.00068,0.00068,0.00068
202,10135.6,0.5338,0.01013,0.02811,0.28959,0.96463,0.99751,1,0.995,0.81948,0.99751,1,0.995,0.995,0.75692,0.01327,0.00027,0.31266,1.18114,0.0006734,0.0006734,0.0006734
203,10178.8,0.53912,0.0104,0.01098,0.30778,0.95387,0.99748,1,0.995,0.82742,0.99748,1,0.995,0.995,0.78079,0.01332,0.00032,0.31668,1.19098,0.0006668,0.0006668,0.0006668
204,10223.2,0.5264,0.00975,0.03607,0.31545,0.95378,0.99747,1,0.995,0.81794,0.99747,1,0.995,0.995,0.80317,0.01395,0.00028,0.33066,1.20636,0.0006602,0.0006602,0.0006602
205,10268.9,0.54564,0.00685,0.04979,0.30872,0.98499,0.99746,1,0.995,0.79462,0.99746,1,0.995,0.995,0.84982,0.01469,0.00027,0.34364,1.24987,0.0006536,0.0006536,0.0006536
206,10312.9,0.61286,0.01218,0.01641,0.31836,0.96671,0.99749,1,0.995,0.80325,0.99749,1,0.995,0.995,0.77127,0.01442,0.0003,0.31423,1.17999,0.000647,0.000647,0.000647
207,10357.4,0.53493,0.00906,0.04145,0.29513,0.98712,0.99751,1,0.995,0.8085,0.99751,1,0.995,0.995,0.74978,0.01434,0.0004,0.31475,1.15957,0.0006404,0.0006404,0.0006404
208,10402.2,0.49772,0.01199,0.044,0.28504,0.93922,0.99746,1,0.995,0.81001,0.99746,1,0.995,0.995,0.77077,0.01423,0.00054,0.32028,1.1722,0.0006338,0.0006338,0.0006338
209,10447.1,0.5053,0.01536,0.01571,0.29138,0.90804,0.99745,1,0.995,0.78855,0.99745,1,0.995,0.995,0.8255,0.01411,0.00059,0.32835,1.21067,0.0006272,0.0006272,0.0006272
210,10492.3,0.52835,0.00885,0.02845,0.29104,0.98043,0.99747,1,0.995,0.7872,0.99747,1,0.995,0.995,0.81011,0.01321,0.00078,0.31821,1.18919,0.0006206,0.0006206,0.0006206
211,10536.9,0.49805,0.00786,0.02342,0.29645,0.95522,0.99749,1,0.995,0.8044,0.99749,1,0.995,0.995,0.78302,0.01282,0.00096,0.31299,1.16486,0.000614,0.000614,0.000614
212,10582,0.50066,0.00787,0.00813,0.27671,0.92752,0.99755,1,0.995,0.78481,0.99755,1,0.995,0.995,0.79856,0.01355,0.00097,0.31817,1.17792,0.0006074,0.0006074,0.0006074
213,10626.8,0.53461,0.00732,0.03627,0.29751,0.93331,0.9976,1,0.995,0.7761,0.9976,1,0.995,0.995,0.85849,0.01434,0.00103,0.33228,1.22898,0.0006008,0.0006008,0.0006008
214,10672.1,0.50722,0.00887,0.03643,0.324,0.97296,0.99759,1,0.995,0.79886,0.99759,1,0.995,0.995,0.80616,0.01622,0.00088,0.33124,1.17163,0.0005942,0.0005942,0.0005942
215,10718.4,0.53861,0.00922,0.04143,0.32756,0.99183,0.9976,1,0.995,0.80237,0.9976,1,0.995,0.995,0.77278,0.0153,0.00073,0.3168,1.13722,0.0005876,0.0005876,0.0005876
216,10763.8,0.52635,0.00998,0.01872,0.29872,0.95882,0.9976,1,0.995,0.8041,0.9976,1,0.995,0.995,0.76241,0.01378,0.00084,0.31021,1.13283,0.000581,0.000581,0.000581
217,10809.1,0.5377,0.01339,0.069,0.31333,1.01039,0.99759,1,0.995,0.82646,0.99759,1,0.995,0.995,0.75889,0.01297,0.00115,0.29811,1.13746,0.0005744,0.0005744,0.0005744
218,10855,0.54448,0.01465,0.04427,0.29988,0.97281,0.99763,1,0.995,0.80671,0.99763,1,0.995,0.995,0.78439,0.01328,0.00106,0.29955,1.17406,0.0005678,0.0005678,0.0005678
219,10900.2,0.5307,0.00827,0.02316,0.30769,0.99216,0.99772,1,0.995,0.80629,0.99772,1,0.995,0.995,0.78758,0.01414,0.00101,0.29948,1.17405,0.0005612,0.0005612,0.0005612
220,10950.3,0.52659,0.01137,0.05801,0.31336,0.97116,0.99777,1,0.995,0.79821,0.99777,1,0.995,0.995,0.79257,0.01486,0.00071,0.30173,1.1801,0.0005546,0.0005546,0.0005546
221,10997.7,0.52716,0.00952,0.06028,0.31588,0.98217,0.9977,1,0.995,0.79577,0.9977,1,0.995,0.995,0.78481,0.01474,0.00052,0.30367,1.18132,0.000548,0.000548,0.000548
222,11044.4,0.48289,0.00673,0.05776,0.28884,0.92977,0.99765,1,0.995,0.80186,0.99765,1,0.995,0.995,0.83263,0.01493,0.00046,0.3139,1.2337,0.0005414,0.0005414,0.0005414
223,11090.6,0.53153,0.01056,0.03741,0.29825,0.95424,0.99761,1,0.995,0.81556,0.99761,1,0.995,0.995,0.81338,0.0142,0.00041,0.30698,1.22236,0.0005348,0.0005348,0.0005348
224,11139.1,0.48539,0.02677,0.04187,0.28278,0.96943,0.99758,1,0.995,0.82621,0.99758,1,0.995,0.995,0.78571,0.01309,0.00049,0.29952,1.18954,0.0005282,0.0005282,0.0005282
225,11185.9,0.53039,0.01386,0.04412,0.28743,0.9647,0.99756,1,0.995,0.83001,0.99756,1,0.995,0.995,0.74634,0.01215,0.00053,0.29262,1.15509,0.0005216,0.0005216,0.0005216
226,11232.9,0.53934,0.00785,0.03853,0.28323,0.93404,1,1,0.995,0.8225,1,1,0.995,0.995,0.75373,0.01184,0.00058,0.29572,1.16625,0.000515,0.000515,0.000515
227,11279.5,0.5396,0.01464,0.09659,0.29031,0.93749,1,1,0.995,0.81448,1,1,0.995,0.995,0.76479,0.01246,0.00068,0.30276,1.17789,0.0005084,0.0005084,0.0005084
228,11324.4,0.53494,0.00876,0.02101,0.29335,0.9989,1,1,0.995,0.80898,1,1,0.995,0.995,0.77969,0.01312,0.00078,0.31135,1.19211,0.0005018,0.0005018,0.0005018
229,11370.1,0.47319,0.00908,0.04258,0.27114,0.89326,1,1,0.995,0.82114,1,1,0.995,0.995,0.77377,0.01418,0.00101,0.31193,1.18009,0.0004952,0.0004952,0.0004952
230,11416.6,0.50384,0.01207,0.03673,0.2942,0.94351,1,1,0.995,0.81995,1,1,0.995,0.995,0.77757,0.01414,0.00143,0.31628,1.17553,0.0004886,0.0004886,0.0004886
231,11462.9,0.46245,0.01093,0.08304,0.27935,0.95307,1,1,0.995,0.81012,1,1,0.995,0.995,0.81075,0.01414,0.00122,0.32356,1.2146,0.000482,0.000482,0.000482
232,11508.9,0.48013,0.00931,0.01138,0.27399,0.90582,0.99752,1,0.995,0.80807,0.99752,1,0.995,0.995,0.82201,0.01431,0.00087,0.32558,1.23285,0.0004754,0.0004754,0.0004754
233,11556.4,0.48732,0.00839,0.01561,0.27192,0.93178,0.99753,1,0.995,0.80616,0.99753,1,0.995,0.995,0.79179,0.01446,0.00066,0.3182,1.21211,0.0004688,0.0004688,0.0004688
234,11609.5,0.50877,0.01077,0.01161,0.27732,0.95152,0.99752,1,0.995,0.82548,0.99752,1,0.995,0.995,0.76658,0.01452,0.00043,0.2952,1.19139,0.0004622,0.0004622,0.0004622
235,11656.6,0.48181,0.00908,0.02716,0.27844,0.93765,0.99751,1,0.995,0.81432,0.99751,1,0.995,0.995,0.7789,0.01429,0.00045,0.29789,1.20596,0.0004556,0.0004556,0.0004556
236,11702,0.47757,0.00889,0.1079,0.26899,0.91988,0.99751,1,0.995,0.79276,0.99751,1,0.995,0.995,0.79264,0.01359,0.00048,0.30742,1.21007,0.000449,0.000449,0.000449
237,11747.1,0.50012,0.0081,0.01793,0.28871,0.97881,0.99754,1,0.995,0.80821,0.99754,1,0.995,0.995,0.80206,0.013,0.00058,0.31454,1.21199,0.0004424,0.0004424,0.0004424
238,11793.8,0.50251,0.00831,0.0938,0.30584,0.97169,0.99753,1,0.995,0.80448,0.99753,1,0.995,0.995,0.79061,0.01226,0.00076,0.32171,1.19408,0.0004358,0.0004358,0.0004358
239,11839.4,0.48673,0.00758,0.06412,0.26976,0.94166,0.99755,1,0.995,0.79363,0.99755,1,0.995,0.995,0.7909,0.01236,0.00095,0.3183,1.19875,0.0004292,0.0004292,0.0004292
240,11885.6,0.50906,0.0066,0.01913,0.28464,0.94331,0.99753,1,0.995,0.79843,0.99753,1,0.995,0.995,0.78283,0.01226,0.00104,0.30551,1.19412,0.0004226,0.0004226,0.0004226
241,11931.9,0.46639,0.00766,0.03052,0.26858,0.933,0.99754,1,0.995,0.79734,0.99754,1,0.995,0.995,0.79796,0.01284,0.0012,0.30674,1.2054,0.000416,0.000416,0.000416
242,11977.7,0.48412,0.01052,0.05982,0.30121,0.97025,0.99761,1,0.995,0.80299,0.99761,1,0.995,0.995,0.78223,0.01331,0.00201,0.31112,1.19332,0.0004094,0.0004094,0.0004094
243,12023.2,0.50584,0.00645,0.03376,0.28148,0.96022,0.99763,1,0.995,0.82014,0.99763,1,0.995,0.995,0.7705,0.01357,0.00208,0.30799,1.1882,0.0004028,0.0004028,0.0004028
244,12070,0.44517,0.0084,0.02426,0.26912,0.91999,0.99767,1,0.995,0.80961,0.99767,1,0.995,0.995,0.77513,0.0141,0.00189,0.31403,1.19753,0.0003962,0.0003962,0.0003962
245,12116.4,0.43314,0.01003,0.06932,0.25361,0.92186,0.99765,1,0.995,0.8039,0.99765,1,0.995,0.995,0.77822,0.01407,0.00167,0.31232,1.20452,0.0003896,0.0003896,0.0003896
246,12164.5,0.51157,0.01027,0.04072,0.28143,0.99026,0.99768,1,0.995,0.79482,0.99768,1,0.995,0.995,0.79711,0.01486,0.00088,0.31269,1.23126,0.000383,0.000383,0.000383
247,12211.1,0.47416,0.00816,0.02414,0.27222,0.92537,0.99764,1,0.995,0.79725,0.99764,1,0.995,0.995,0.80585,0.0153,0.00072,0.3107,1.24232,0.0003764,0.0003764,0.0003764
248,12257,0.48856,0.01054,0.02374,0.28901,0.9317,0.99765,1,0.995,0.8142,0.99765,1,0.995,0.995,0.79217,0.01488,0.00054,0.30566,1.22194,0.0003698,0.0003698,0.0003698
249,12303.1,0.46356,0.00924,0.03283,0.27138,0.92387,0.99767,1,0.995,0.81502,0.99767,1,0.995,0.995,0.77631,0.01464,0.00046,0.30223,1.1983,0.0003632,0.0003632,0.0003632
250,12354.8,0.45983,0.00955,0.048,0.25528,0.9286,0.99771,1,0.995,0.81826,0.99771,1,0.995,0.995,0.75868,0.01344,0.00045,0.30357,1.18142,0.0003566,0.0003566,0.0003566
