Epoch,Train_MSE_Loss,Train_Box_Loss,Train_Mean_IoU,Train_Box_Hit_Rate,Train_MPE,Train_X_MAE,Train_Y_MAE,Train_PCK@5px,Train_PCK@10px,Train_Max_Error,Val_MSE_Loss,Val_Box_Loss,Val_Mean_IoU,Val_Box_Hit_Rate,Val_MPE,Val_X_MAE,Val_Y_MAE,Val_PCK@5px,Val_PCK@10px,Val_Max_Error
25,0.560761,0.004828,0.3674,31.85,58.80,50.49,21.68,1.14,3.93,336.19,0.279460,0.001290,0.4691,43.94,31.43,27.17,10.65,2.53,10.61,159.54
26,0.538198,0.004223,0.3668,32.61,55.71,45.63,23.95,1.02,5.08,293.17,0.317569,0.001300,0.4888,50.00,34.03,25.43,17.68,1.52,3.54,182.85
27,0.549600,0.004553,0.3615,31.73,57.52,47.65,23.40,0.76,4.19,274.09,0.317790,0.001358,0.4848,51.01,34.22,26.72,16.06,0.51,4.55,166.45
28,0.563712,0.004701,0.3441,29.95,58.43,50.18,21.77,1.40,5.58,339.86,0.277155,0.001567,0.4463,43.94,30.68,26.86,10.51,3.54,8.59,148.28
29,0.554245,0.004462,0.3594,29.95,58.55,49.96,21.63,1.40,5.20,391.49,0.294170,0.001554,0.4439,41.41,33.61,29.79,10.35,3.54,8.59,111.08
30,0.576000,0.004871,0.3427,29.70,59.94,50.83,22.39,1.65,6.85,359.47,0.270028,0.001353,0.4687,44.95,30.33,25.69,11.22,2.02,8.08,126.22
31,0.534853,0.004254,0.3595,32.11,56.05,46.69,22.61,1.40,4.95,445.09,0.298832,0.001509,0.4589,41.41,32.98,26.30,14.20,4.04,9.09,162.64
32,0.547004,0.004227,0.3654,32.11,58.14,49.07,21.82,0.76,5.08,327.47,0.260943,0.001211,0.4926,52.02,29.78,25.77,10.28,4.04,12.12,150.38
33,0.553113,0.004582,0.3669,34.52,57.67,48.19,22.71,2.03,6.22,336.19,0.291176,0.001428,0.4615,43.94,31.27,25.85,13.37,1.52,9.60,146.47
34,0.586772,0.005218,0.3673,34.90,60.51,49.99,24.47,1.14,5.20,431.20,0.293284,0.001434,0.4698,50.00,32.00,25.39,14.40,0.51,5.05,120.70
35,0.546171,0.004585,0.3774,34.01,57.50,48.05,22.28,0.76,3.93,342.09,0.316520,0.001413,0.4617,46.46,33.85,27.02,15.35,1.52,7.58,132.01
36,0.528952,0.004227,0.3771,33.88,55.80,46.12,22.36,0.51,4.44,328.41,0.286442,0.001270,0.5054,54.04,31.25,25.13,13.58,3.03,7.58,150.11
37,0.567532,0.004386,0.3814,36.80,59.72,50.72,22.45,1.14,4.70,365.09,0.304272,0.001268,0.4761,44.95,33.57,27.85,13.72,1.52,8.08,119.86
38,0.585484,0.004831,0.3571,30.71,61.27,51.88,23.35,1.02,3.93,308.76,0.313793,0.001299,0.4671,44.44,34.03,26.76,15.78,1.01,7.07,126.62
39,0.534181,0.004467,0.3900,37.82,56.06,48.89,19.82,1.90,6.22,305.00,0.275089,0.001167,0.4977,47.98,31.52,27.24,10.67,2.53,7.07,149.66
40,0.573091,0.004666,0.3739,34.64,59.75,51.17,22.28,1.78,5.71,364.79,0.268826,0.001286,0.4872,52.02,29.93,25.70,10.86,5.05,12.63,120.83
41,0.537535,0.004080,0.3937,36.42,56.49,48.14,21.16,1.14,3.93,401.09,0.301556,0.001210,0.4812,46.46,32.83,26.58,14.26,3.03,8.59,148.87
42,0.580327,0.004975,0.3675,32.61,61.01,52.30,21.94,1.27,4.82,397.01,0.280119,0.001181,0.4766,46.46,31.44,25.77,12.47,3.54,8.59,152.19
43,0.534340,0.004635,0.3695,34.01,56.01,47.43,21.12,1.65,4.70,324.37,0.300888,0.001341,0.4480,44.44,33.06,28.23,12.68,2.02,8.08,132.50
44,0.516166,0.003853,0.3882,37.18,54.40,45.34,21.77,1.52,3.93,322.40,0.291555,0.001384,0.4441,42.42,32.80,29.24,10.51,2.02,9.60,111.03
45,0.565449,0.004489,0.3580,30.20,58.80,48.99,23.55,1.02,4.44,326.64,0.351843,0.001713,0.4033,35.86,37.01,31.21,16.11,1.01,5.05,121.56
46,0.541245,0.004207,0.3716,33.25,57.11,48.41,21.23,1.02,4.06,277.88,0.283231,0.001156,0.4801,50.51,31.84,28.31,10.43,2.02,9.09,120.55
47,0.478719,0.003766,0.3850,35.91,50.44,41.97,19.77,1.14,6.22,352.41,0.272533,0.001242,0.4723,45.96,30.39,25.50,11.94,2.53,8.08,142.55
48,0.530940,0.003983,0.3654,31.85,56.30,48.26,20.59,2.28,6.98,376.08,0.277109,0.001208,0.4754,47.98,32.10,29.58,8.38,3.54,12.12,106.36
49,0.526989,0.004170,0.3767,35.03,54.86,46.77,20.72,1.02,6.22,364.50,0.243550,0.001110,0.5200,57.07,27.80,24.37,8.96,4.04,16.67,177.17
50,0.530976,0.004303,0.3788,35.28,55.22,46.63,21.28,2.16,6.09,290.71,0.301055,0.001254,0.4945,52.02,32.21,26.17,14.25,0.51,6.06,173.10
51,0.556963,0.004496,0.3684,30.33,58.07,48.50,23.03,0.63,4.06,306.56,0.306004,0.001296,0.4756,46.97,33.02,28.12,13.08,0.51,5.05,146.45
52,0.520493,0.003982,0.3744,31.98,54.77,46.42,20.96,1.90,6.35,339.82,0.322431,0.001545,0.4375,41.41,35.08,29.59,13.57,2.02,7.07,139.38
53,0.537830,0.004170,0.3746,34.64,56.19,47.72,21.58,1.27,5.33,382.56,0.284368,0.001395,0.4821,50.51,31.61,27.16,10.88,3.03,11.11,165.82
54,0.526631,0.004023,0.3801,35.66,54.88,46.18,21.26,1.78,6.60,317.41,0.306333,0.001495,0.4686,43.94,34.53,31.56,9.01,3.03,11.11,174.06
55,0.528060,0.004136,0.3892,37.18,55.70,45.55,23.24,1.02,5.20,394.63,0.291417,0.001294,0.4900,47.98,31.69,25.68,13.27,1.52,9.60,187.43
56,0.533188,0.004762,0.3710,32.74,54.95,45.53,22.53,2.16,5.96,307.29,0.281162,0.001332,0.4886,50.51,31.05,25.80,12.18,2.53,11.62,201.42
57,0.522343,0.004251,0.3770,32.36,54.69,47.02,19.55,1.14,4.95,354.34,0.274252,0.001468,0.4598,45.96,30.61,27.00,9.96,3.03,7.58,158.59
58,0.556870,0.004806,0.3546,30.33,57.27,46.91,24.02,0.76,4.82,338.49,0.312396,0.001743,0.4077,34.34,33.46,28.22,13.63,1.52,8.08,147.69
59,0.533403,0.004351,0.3975,36.55,55.33,47.69,20.50,2.16,7.74,387.07,0.260856,0.001236,0.4861,48.48,29.89,26.77,8.76,2.53,11.62,157.18
60,0.540011,0.004051,0.3691,31.73,55.95,46.72,23.09,1.02,4.57,341.62,0.324808,0.001418,0.4425,38.89,34.29,26.84,16.93,1.01,5.05,170.05
61,0.559971,0.004600,0.3622,31.85,57.91,49.17,21.91,1.27,4.95,326.44,0.264309,0.001344,0.4614,44.44,29.66,26.09,9.93,4.55,15.15,143.22
62,0.498183,0.003971,0.3852,36.42,51.75,42.38,21.80,0.89,5.08,307.77,0.254175,0.001252,0.4888,48.99,28.85,24.52,10.40,3.03,12.63,185.64
63,0.543440,0.004744,0.3633,31.98,56.14,47.63,21.19,1.27,6.85,310.66,0.282704,0.001319,0.4723,46.46,31.14,27.34,10.76,4.55,12.12,160.37
64,0.507307,0.003906,0.3833,35.53,52.80,44.42,20.91,1.90,5.71,288.90,0.265127,0.001516,0.4308,40.40,29.88,26.88,9.15,2.53,11.11,136.11
65,0.520217,0.004075,0.3724,31.60,54.66,45.75,21.43,1.65,5.84,393.50,0.261452,0.001222,0.4853,49.49,29.26,26.10,9.16,4.55,12.63,175.58
66,0.523934,0.004142,0.3771,34.39,54.84,45.57,21.99,1.14,5.33,332.54,0.308905,0.001521,0.4212,37.88,33.00,27.93,13.39,1.01,5.05,145.08
67,0.513145,0.004469,0.3831,34.39,53.90,45.77,20.44,1.14,4.95,434.43,0.264718,0.001189,0.4933,51.52,28.91,23.72,12.33,5.56,9.09,179.94
68,0.520076,0.004017,0.3826,35.15,54.58,46.29,20.60,2.41,6.60,384.62,0.229241,0.001033,0.5145,55.05,26.43,23.51,7.85,4.55,15.15,164.05
69,0.533970,0.004226,0.3875,35.53,56.02,47.12,21.73,1.65,5.46,340.83,0.272692,0.001278,0.4710,48.99,30.68,24.62,12.71,2.53,7.58,165.91
70,0.534085,0.004051,0.3847,35.41,55.27,46.53,21.99,0.76,5.08,357.32,0.286077,0.001212,0.4864,51.01,30.84,24.93,13.95,3.03,9.09,182.45
71,0.517037,0.003979,0.4027,39.47,54.68,45.19,21.99,1.27,5.46,396.93,0.274362,0.001130,0.5012,49.49,30.31,25.21,11.97,3.03,8.08,201.52
72,0.532956,0.004279,0.3679,34.77,56.24,48.11,20.60,1.90,7.11,321.10,0.266975,0.001277,0.4862,51.01,29.14,23.89,11.89,1.01,8.59,206.57
73,0.516894,0.004352,0.3820,33.88,54.58,45.60,20.97,1.40,4.95,310.22,0.255980,0.001302,0.4767,48.48,28.35,24.36,10.63,3.54,11.11,157.54
74,0.517970,0.004080,0.3910,34.52,53.42,44.79,20.90,2.03,7.23,411.59,0.251905,0.001228,0.4828,46.46,27.75,23.08,11.20,3.54,14.14,169.91
75,0.528953,0.003995,0.3695,32.36,55.07,45.99,22.17,1.02,4.82,301.10,0.279006,0.001280,0.4628,46.46,29.91,24.49,13.42,1.01,9.09,139.23
76,0.475479,0.003422,0.4015,37.06,50.06,41.81,20.06,2.28,8.12,340.34,0.262714,0.001284,0.4553,38.89,29.66,26.29,9.61,2.53,12.12,137.48
77,0.505182,0.003554,0.3785,34.01,52.72,44.24,21.32,1.78,5.58,274.89,0.324120,0.001675,0.4059,32.32,34.46,29.45,13.89,1.01,8.08,142.19
78,0.569214,0.004649,0.3622,33.12,58.70,48.90,24.17,1.78,5.20,364.50,0.327834,0.001349,0.4520,38.89,35.06,28.79,15.32,1.52,5.56,131.56
79,0.498157,0.003928,0.3808,34.01,52.75,45.12,19.31,1.52,6.98,341.60,0.257384,0.001257,0.4483,42.42,29.38,26.35,8.91,5.05,15.15,116.39
80,0.516140,0.004191,0.3817,35.03,54.14,45.38,21.32,2.28,6.73,271.11,0.236341,0.001233,0.4692,44.44,26.20,22.12,10.00,4.55,16.67,172.23
81,0.500524,0.003581,0.4014,38.20,52.06,43.69,20.66,2.16,4.95,405.26,0.277331,0.001279,0.4615,43.94,30.82,27.47,10.07,1.52,12.12,140.93
