Epoch,Train_MSE_Loss,Train_Box_Loss,Train_Mean_IoU,Train_Box_Hit_Rate,Train_MPE,Train_X_MAE,Train_Y_MAE,Train_PCK@5px,Train_PCK@10px,Train_Max_Error,Val_MSE_Loss,Val_Box_Loss,Val_Mean_IoU,Val_Box_Hit_Rate,Val_MPE,Val_X_MAE,Val_Y_MAE,Val_PCK@5px,Val_PCK@10px,Val_Max_Error
84,0.011727,0.002362,0.4586,47.08,41.05,34.55,16.0,2.54,8.5,244.53,0.004609,0.001103,0.5286,59.6,25.9,21.32,10.8,5.56,17.68,126.72
85,0.009869,0.002062,0.493,54.44,37.9,31.95,14.54,3.55,10.03,216.35,0.00432,0.001004,0.5415,60.61,25.29,21.73,9.54,3.03,18.18,110.68
86,0.010807,0.002246,0.4676,48.35,40.45,34.34,15.49,2.03,7.61,192.41,0.004747,0.001023,0.5393,61.62,27.31,23.56,10.11,7.07,17.68,98.51
87,0.010726,0.002188,0.4655,49.62,39.99,32.44,17.42,1.9,5.58,198.87,0.004739,0.001061,0.5347,60.61,27.73,22.21,12.45,4.55,12.12,105.71
88,0.01061,0.002289,0.4886,53.43,37.36,31.67,13.8,3.3,12.06,253.94,0.004554,0.001024,0.5478,61.11,26.14,22.04,10.04,4.55,17.17,150.29
89,0.010797,0.002319,0.4605,50.0,39.89,32.76,17.03,2.54,7.11,189.06,0.004635,0.001061,0.5344,57.58,26.81,22.44,10.63,2.53,12.12,129.14
90,0.009605,0.001887,0.4821,51.02,38.22,31.33,15.8,2.41,7.87,249.86,0.004695,0.001026,0.542,60.1,27.25,22.55,11.16,5.05,15.66,140.38
91,0.010276,0.002233,0.4879,55.46,37.44,31.36,14.78,2.28,9.77,207.29,0.004844,0.001133,0.5238,60.61,27.43,23.17,10.68,2.53,12.12,107.19
92,0.011575,0.002442,0.4816,52.66,39.95,33.25,15.68,2.16,8.12,248.49,0.005001,0.001151,0.5165,55.05,28.06,22.6,12.18,4.55,13.13,119.68
93,0.011029,0.002305,0.4778,50.63,38.94,32.33,15.87,2.66,8.63,301.95,0.004647,0.001025,0.5418,61.62,27.81,22.69,11.84,2.02,11.62,96.43
94,0.010047,0.002062,0.4746,50.63,39.48,32.6,16.27,2.28,6.73,203.5,0.004611,0.001035,0.5364,58.59,27.3,21.92,12.1,3.54,12.63,118.5
95,0.010653,0.002252,0.4598,47.21,39.92,32.48,17.03,1.65,5.96,250.35,0.004949,0.001187,0.5195,57.07,27.48,22.24,11.96,5.05,16.16,109.7
