epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
105,6675.3,0.59818,0.00382,0.01354,0.30401,0.89959,0.99941,1,0.995,0.86882,0.99941,1,0.995,0.99314,0.65383,0.01075,0.0001,0.24713,0.87416,0.0006272,0.0006272,0.0006272
106,6742.99,0.61437,0.00324,0.01875,0.30825,0.91796,0.99942,1,0.995,0.86713,0.99942,1,0.995,0.99362,0.69074,0.01134,0.00017,0.26065,0.88688,0.000614,0.000614,0.000614
107,6811.21,0.59724,0.00419,0.03238,0.30433,0.90369,0.99942,1,0.995,0.87445,0.99942,1,0.995,0.99212,0.62277,0.0111,0.00013,0.24914,0.86592,0.0006008,0.0006008,0.0006008
108,6879.71,0.61436,0.00371,0.01054,0.30152,0.90567,0.99941,1,0.995,0.86795,0.99941,1,0.995,0.99056,0.61237,0.01105,0.00014,0.25708,0.86694,0.0005876,0.0005876,0.0005876
109,6948.07,0.62077,0.00326,0.02668,0.30193,0.91155,0.99942,1,0.995,0.8673,0.99942,1,0.995,0.99148,0.61778,0.01111,0.00013,0.25163,0.86807,0.0005744,0.0005744,0.0005744
110,7015.49,0.61037,0.0041,0.03732,0.30958,0.91693,0.99941,1,0.995,0.86374,0.99941,1,0.995,0.99039,0.63218,0.01087,0.00016,0.25343,0.86565,0.0005612,0.0005612,0.0005612
111,7083.71,0.64587,0.00361,0.02535,0.31445,0.93107,0.99941,1,0.995,0.85505,0.99941,1,0.995,0.99044,0.61636,0.01181,0.00039,0.24408,0.86563,0.000548,0.000548,0.000548
112,7151.67,0.60599,0.003,0.01758,0.30432,0.91024,0.99942,1,0.995,0.85504,0.99942,1,0.995,0.99181,0.66325,0.01097,0.0004,0.25577,0.88115,0.0005348,0.0005348,0.0005348
113,7219.75,0.61256,0.00342,0.02494,0.29941,0.90421,0.99939,1,0.995,0.86952,0.99939,1,0.995,0.99205,0.64918,0.01165,0.00029,0.25117,0.87587,0.0005216,0.0005216,0.0005216
114,7287.21,0.59275,0.00326,0.00985,0.29282,0.90185,0.99942,1,0.995,0.87316,0.99942,1,0.995,0.99288,0.65022,0.01117,0.00034,0.25117,0.87512,0.0005084,0.0005084,0.0005084
115,7355.2,0.60451,0.00399,0.02548,0.31087,0.90368,0.99941,1,0.995,0.86725,0.99941,1,0.995,0.99224,0.67755,0.01121,0.00026,0.26061,0.88214,0.0004952,0.0004952,0.0004952
116,7422.97,0.61365,0.00355,0.01553,0.30648,0.92065,0.99941,1,0.995,0.84527,0.99941,1,0.995,0.99184,0.67176,0.01144,0.00013,0.2619,0.87871,0.000482,0.000482,0.000482
117,7490.76,0.59093,0.00414,0.0228,0.29329,0.90187,0.99941,1,0.995,0.85816,0.99941,1,0.995,0.99122,0.63847,0.01154,0.00017,0.25412,0.86507,0.0004688,0.0004688,0.0004688
118,7559.23,0.63016,0.0038,0.02366,0.30421,0.91408,0.99942,1,0.995,0.86478,0.99942,1,0.995,0.98997,0.64531,0.01171,0.00013,0.24453,0.86723,0.0004556,0.0004556,0.0004556
119,7627.1,0.60713,0.00341,0.01775,0.29819,0.90394,0.99942,1,0.995,0.86209,0.99942,1,0.995,0.99156,0.6242,0.01144,0.00023,0.24248,0.86801,0.0004424,0.0004424,0.0004424
120,7695.02,0.60531,0.00383,0.03756,0.29345,0.91931,0.99941,1,0.995,0.86635,0.99941,1,0.995,0.99296,0.64998,0.01146,0.00016,0.25189,0.8715,0.0004292,0.0004292,0.0004292
121,7763.06,0.58383,0.00357,0.03253,0.29016,0.8923,0.99942,1,0.995,0.87384,0.99942,1,0.995,0.99343,0.63186,0.01125,0.00012,0.25552,0.87123,0.000416,0.000416,0.000416
