Epoch,Train_MSE_Loss,Train_Box_Loss,Train_Mean_IoU,Train_Box_Hit_Rate,Train_MPE,Train_X_MAE,Train_Y_MAE,Train_PCK@5px,Train_PCK@10px,Train_Max_Error,Val_MSE_Loss,Val_Box_Loss,Val_Mean_IoU,Val_Box_Hit_Rate,Val_MPE,Val_X_MAE,Val_Y_MAE,Val_PCK@5px,Val_PCK@10px,Val_Max_Error
1,5911.941009,0.738144,0.5581,73.28,25.31,15.07,17.31,2.57,10.91,99.66,8243.989868,1.025785,0.3977,27.08,44.20,33.67,22.38,2.08,5.73,217.48
2,5915.824980,0.738647,0.5731,78.80,25.08,14.95,17.06,4.04,12.50,96.38,8250.813436,1.026781,0.4099,32.29,43.60,33.18,22.05,0.52,5.21,209.20
3,5863.034922,0.732027,0.5587,71.69,27.86,15.06,20.33,2.08,8.21,99.31,8105.258341,1.008708,0.4039,29.17,45.22,32.83,25.36,2.08,6.25,212.15
4,5957.955078,0.744072,0.5774,82.97,23.18,13.15,16.50,3.92,12.75,98.63,8384.061178,1.043466,0.4118,34.38,43.35,32.92,21.71,0.52,2.60,200.16
5,6125.908155,0.765096,0.5684,79.41,22.92,12.83,16.34,4.17,14.22,97.95,8506.909444,1.058844,0.4020,34.90,42.92,32.73,21.35,1.04,2.08,210.52
6,5837.708841,0.728996,0.5692,76.96,24.51,13.63,17.57,2.57,12.75,102.54,8060.500366,1.003040,0.4132,34.90,43.42,32.89,22.29,1.04,4.17,204.67
7,5853.591931,0.731086,0.5699,80.15,23.26,12.52,17.08,4.17,13.36,98.00,8135.844971,1.012481,0.4114,35.42,43.00,32.57,21.87,0.52,3.65,206.57
8,5948.398945,0.742848,0.5703,78.31,25.25,13.58,18.52,2.33,11.15,101.51,8227.443380,1.024032,0.4098,33.85,43.98,32.68,23.50,1.04,2.60,199.08
9,5696.389744,0.711297,0.5902,86.03,23.18,14.02,15.50,3.80,14.46,90.20,7971.077352,0.992043,0.4259,41.15,41.72,32.31,20.31,1.04,4.69,212.37
10,5408.580653,0.675305,0.5927,85.42,22.99,14.43,14.88,3.80,13.97,92.73,7681.958211,0.955919,0.4274,41.67,41.33,32.27,19.53,0.52,6.77,216.22
